Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1421A-54X-CC-A,0.0,30.0,421.0,421.3,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"rhyolite 1, diorite 1, basalt 5, siltst 4, sdst 2; at 22 cm rhyolite clast 6 cm drilled rock",,,,,,341,U1421,A,54,X,CC,A
341-U1421A-54X-CC-A,33.0,34.0,421.33,421.34,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,54,X,CC,A
341-U1421A-54X-CC-A,34.0,40.0,421.34,421.4,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,meta-sdst with fabric,,,,,,341,U1421,A,54,X,CC,A
341-U1421A-55X-1-A,0.0,110.0,430.7,431.8,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"granite 3, argillite 2, siltst 8, basalt 5, sdst 2, vein quartz 3;",,,,,,341,U1421,A,55,X,1,A
341-U1421A-55X-1-A,110.0,120.0,431.8,431.9,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1421,A,55,X,1,A
341-U1421A-55X-2-A,0.0,57.0,431.9,432.47,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,shell fragment,,,"siltst 2, vein qtz 1, sdst 1; shell fragments between 24 and 30 cm",,,,,,341,U1421,A,55,X,2,A
341-U1421A-55X-CC-A,0.0,15.0,432.47,432.62,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 2, siltst 2",,,,,,341,U1421,A,55,X,CC,A
341-U1421A-55X-CC-A,15.0,34.0,432.62,432.81,diatom bearing,mud [Leg210],with dispersed clasts,diatom bearing mud  with dispersed clasts,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1421,A,55,X,CC,A
341-U1421A-55X-CC-A,34.0,39.0,432.81,432.86,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,55,X,CC,A
341-U1421A-56X-1-A,0.0,16.0,440.4,440.56,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,shell fragment,,,"shell fragments, 9-11cm",,,,,,341,U1421,A,56,X,1,A
341-U1421A-56X-1-A,16.0,26.0,440.56,440.66,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1421,A,56,X,1,A
341-U1421A-56X-1-A,26.0,28.0,440.66,440.68,,,,,,,,,,,,,,,,,,,,,,MBIO,,,,,,341,U1421,A,56,X,1,A
341-U1421A-56X-1-A,28.0,63.0,440.68,441.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1421,A,56,X,1,A
341-U1421A-56X-1-A,63.0,102.0,441.03,441.42,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,"clasts: rhyolite, sandstone, siltstone: all less than 5mm",gradational contact,,,,,341,U1421,A,56,X,1,A
341-U1421A-56X-1-A,102.0,140.0,441.42,441.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1421,A,56,X,1,A
341-U1421A-56X-2-A,0.0,58.0,441.8,442.38,diatom bearing,mud [Leg210],,diatom bearing mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,shell fragment,,,"shell fragment @41cm;
use caution with 'parallel lamination' - might be flow in, difficult to tell",,,,,,341,U1421,A,56,X,2,A
341-U1421A-56X-CC-A,0.0,18.0,442.38,442.56,diatom bearing,mud [Leg210],,diatom bearing mud ,,,parallel lamination,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,"use caution with 'parallel lamination' - might be flow in, difficult to tell",,,,,,341,U1421,A,56,X,CC,A
341-U1421A-56X-CC-A,18.0,23.0,442.56,442.61,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,56,X,CC,A
341-U1421A-57X-1-A,0.0,55.5,450.1,450.655,muddy [Leg339],clast-poor diamict [M89m],,muddy  clast-poor diamict ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"- clast-poor muddy diamict
- granules and pebbles including basalt (5), sandstone (3) and metasediment (2)
- smear slide 23 cm: mud with some diatoms and sponge spicules",,,,,,341,U1421,A,57,X,1,A
341-U1421A-57X-1-A,55.5,110.0,450.655,451.2,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich muddy diamict with sand
- granules and pebbles including granitoid (2), metasediment (9) and rhyolite (3)
- very rarely slightly darker laminae, e.g. ~96 & 97 cm
- higher amounts of black sand grains compared to overlying unit.",,,,,,341,U1421,A,57,X,1,A
341-U1421A-57X-CC-A,0.0,23.5,451.2,451.435,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich muddy diamict with sand
- occasional very thin, slightly darker laminae
- variations in clast content
- granules and pebbles including basalt (3), metasediment (4), gneiss(?, 1), greenstone (1), dioritic (?, 1)
",,,,,,341,U1421,A,57,X,CC,A
341-U1421A-57X-CC-A,23.5,29.0,451.435,451.49,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,57,X,CC,A
341-U1421A-58X-1-A,0.0,76.0,459.8,460.56,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich muddy diamict with sand
- granules and pebbles including basalt (2), sandstone (7), metasediment (6), argillite (2), quartz (1), siltstone (1)
",,,,,,341,U1421,A,58,X,1,A
341-U1421A-58X-CC-A,0.0,39.0,460.56,460.95,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich muddy diamict with sand
- granules and pebbles including argillite (2), metasediment (4), rhyolite (1), mudstone with structures (2), granitoid (1), vein quartz (2), sandstone (4), siltstone (4), basalt (5), weathered basalt(?; 1)",,,,,,341,U1421,A,58,X,CC,A
341-U1421A-58X-CC-A,39.0,44.0,460.95,461.0,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,58,X,CC,A
341-U1421A-59X-CC-A,0.0,21.5,469.5,469.715,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich muddy diamict with sand
- granules and pebbles including basalt (1), metasandstone (1), granitoid (1), sandstone (1), rhyolite (?; 1), fine sandstone with quartz vein (1)",,,,,,341,U1421,A,59,X,CC,A
341-U1421A-59X-CC-A,21.5,27.0,469.715,469.77,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,59,X,CC,A
341-U1421A-59X-CC-A,27.0,33.0,469.77,469.83,,,,,,,,,,,,,,,,,,,,,,- washed rock: very fine sandstone(?),,,,,,341,U1421,A,59,X,CC,A
341-U1421A-60X-CC-A,0.0,31.5,479.2,479.515,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- clast-rich muddy diamict with sand
- granules and pebbles including sandstone (3), basalt (4), granitoid (1), greenstone (1), rhyolite (1), vein quartz (1)
",,,,,,341,U1421,A,60,X,CC,A
341-U1421A-60X-CC-A,31.5,37.0,479.515,479.57,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,60,X,CC,A
341-U1421A-61X-1-A,0.0,97.0,484.3,485.27,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,shell fragment,,,"very fine, clayey mud; shell fragments @ 78, 81, 87, 90 cm",,,,,,341,U1421,A,61,X,1,A
341-U1421A-61X-1-A,97.0,135.0,485.27,485.65,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"fine, clayey mud with color bands",,,,,,341,U1421,A,61,X,1,A
341-U1421A-61X-1-A,135.0,150.0,485.65,485.8,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1421,A,61,X,1,A
341-U1421A-61X-2-A,0.0,75.0,485.8,486.55,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"very fine, clayey mud with few dispersed grains (content increases with depth)",,,,,,341,U1421,A,61,X,2,A
341-U1421A-61X-2-A,75.0,118.0,486.55,486.98,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"mixed dark gray (N 4) and very dark gray (N 3) mud with chaotic flow structures, mass transport like",,,,,,341,U1421,A,61,X,2,A
341-U1421A-61X-2-A,118.0,150.0,486.98,487.3,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy mud matrix, granules and pebbles (up to 4 cm) of siltstone, greenstone, granitoids; somehow graded (biggest clasts at bottom)",,,,,,341,U1421,A,61,X,2,A
341-U1421A-61X-3-A,0.0,11.0,487.3,487.41,muddy [Leg339],clast-rich diamict [M89m],with sand [Leg339],muddy  clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"sandy mud matrix,  granules and pebbles of siltstone,sandstone",,,,,,341,U1421,A,61,X,3,A
341-U1421A-61X-3-A,11.0,23.0,487.41,487.53,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,disturbed very fine/clayey mud (mousselike/slurry): flow in,,,,,,341,U1421,A,61,X,3,A
341-U1421A-61X-3-A,23.0,69.0,487.53,487.99,diatom bearing,mud [Leg210],with volcanic ash [Leg339],diatom bearing mud  with volcanic ash ,trace amount,1,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"clean angular glass shards, very fine, clayey mud",,,,,,341,U1421,A,61,X,3,A
341-U1421A-61X-CC-A,0.0,12.0,487.99,488.11,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,very fine/clayey mud with slight parallel laminations,,,,,,341,U1421,A,61,X,CC,A
341-U1421A-61X-CC-A,12.0,18.0,488.11,488.17,,,,,,,,,,,,,,,,,,,,,,PAl sample,,,,,,341,U1421,A,61,X,CC,A
341-U1421A-62X-1-A,0.0,131.0,491.3,492.61,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- interbedded clast-rich and diatom ooze

- diamict with sandy mud matrix
- clasts of granules and pebbles including basalt, sandstone, argillite, mudstone, metasediment, chert, rhyolite, granite, vein quartz

- diatom ooze intervals are laminated
- colour 10Y 4/1
- deformation of laminae -> most probably due to mass wasting and not drilling disturbance
- very few granule and pebble clasts",,,,,,341,U1421,A,62,X,1,A
341-U1421A-62X-1-A,131.0,150.0,492.61,492.8,,,,,,,,,,,,,,,,,,,,,,Sample DAIG,,,,,,341,U1421,A,62,X,1,A
341-U1421A-62X-2-A,0.0,24.0,492.8,493.04,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- interbedded clast-rich and diatom ooze

- diamict with sandy mud matrix
- clasts of granules and pebbles including basalt, sandstone, argillite, mudstone, metasediment, chert, rhyolite, granite, vein quartz

- diatom ooze intervals are laminated
- colour 10Y 4/1
- deformation of laminae -> most probably due to mass wasting and not drilling disturbance
- very few granule and pebble clasts",sharp contact,erosive,,,,341,U1421,A,62,X,2,A
341-U1421A-62X-2-A,24.0,135.0,493.04,494.15,,diatom ooze [Leg339],,diatom ooze ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"- diatom ooze (bottom) to mud with diatoms (top)
- interval stretches from core catcher to 24 cm in Section 2
- very gradual transition from laminated (parallel) diatom ooze with very few clasts at the base to mud with diatoms and very few granule clasts, as well as black sand grains at the top.
- also colour change from 10Y 4/1 - brown lamination in the lower parts of interval to 10Y 4/1 - grey lamination in upper parts of interval.",,,,,,341,U1421,A,62,X,2,A
341-U1421A-62X-2-A,135.0,150.0,494.15,494.3,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1421,A,62,X,2,A
341-U1421A-62X-3-A,0.0,104.0,494.3,495.34,,diatom ooze [Leg339],,diatom ooze ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"copy from Section 2, 24-135 cm:

- diatom ooze (bottom) to mud with diatoms (top)
- interval stretches from core catcher to 24 cm in Section 2
- very gradual transition from laminated (parallel) diatom ooze with very few clasts at the base to mud with diatoms and very few granule clasts, as well as black sand grains at the top.
- also colour change from 10Y 4/1 - brown lamination in the lower parts of interval to 10Y 4/1 - grey lamination in upper parts of interval.",,,,,,341,U1421,A,62,X,3,A
341-U1421A-62X-CC-A,0.0,38.5,495.34,495.725,,diatom ooze [Leg339],,diatom ooze ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"copy from Section 2, 24-135 cm:

- diatom ooze (bottom) to mud with diatoms (top)
- interval stretches from core catcher to 24 cm in Section 2
- very gradual transition from laminated (parallel) diatom ooze with very few clasts at the base to mud with diatoms and very few granule clasts, as well as black sand grains at the top.
- also colour change from 10Y 4/1 - brown lamination in the lower parts of interval to 10Y 4/1 - grey lamination in upper parts of interval.",,,,,,341,U1421,A,62,X,CC,A
341-U1421A-62X-CC-A,38.5,44.0,495.725,495.78,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1421,A,62,X,CC,A
341-U1421A-63X-1-A,0.0,61.5,500.0,500.615,,diatom ooze [Leg339],,diatom ooze ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"very fine mud, thin (mm-scale) laminations (10Y 3/1 to 5Y 4/2 colored)",,,,,,341,U1421,A,63,X,1,A
341-U1421A-63X-1-A,61.5,66.0,500.615,500.66,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,massive mud with dispersed clasts: subangular grains and granules,,,,,,341,U1421,A,63,X,1,A
341-U1421A-63X-1-A,66.0,78.0,500.66,500.78,,diatom ooze [Leg339],,diatom ooze ,,,parallel lamination,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"very fine mud, mm-scale laminations",,,,,,341,U1421,A,63,X,1,A
341-U1421A-63X-1-A,78.0,134.0,500.78,501.34,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],19,,,,,,,shell fragment,,,"shell fragment @ 88 cm; siltstone, sandstone, granitoid granules and few pebbles",,,,,,341,U1421,A,63,X,1,A
341-U1421A-63X-2-A,0.0,45.0,501.34,501.79,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],16,,,,,,,,,,,,,,,,341,U1421,A,63,X,2,A
341-U1421A-63X-CC-A,0.0,16.0,501.79,501.95,,clast-rich diamict [M89m],with sand [Leg339],clast-rich diamict  with sand ,,,,N 3 (very dark gray),,,,,,,,,,,,,,"granules and pebbles (up to 3 cm) of siltstone, metasandstone, granitoid",,,,,,341,U1421,A,63,X,CC,A
341-U1421A-63X-CC-A,16.0,21.0,501.95,502.0,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,63,X,CC,A
341-U1421A-65X-CC-A,0.0,26.0,506.8,507.06,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,cobble [W22_2],subangular,pebble [W22_2],subrounded,,,,,,"clasts: basalt(4), sandstone(2), siltstone(2); 13cm cored basalt at top",,,,,,341,U1421,A,65,X,CC,A
341-U1421A-65X-CC-A,26.0,31.0,507.06,507.11,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,65,X,CC,A
341-U1421A-66X-CC-A,0.0,30.0,510.7,511.0,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,pebble [W22_2],subangular,cobble [W22_2],subrounded,,,,,,"clasts: siltstone(3), basalt(2), sandstone(4), granitoid(1); 7cm siltstone at top",,,,,,341,U1421,A,66,X,CC,A
341-U1421A-66X-CC-A,30.0,35.0,511.0,511.05,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,66,X,CC,A
341-U1421A-67X-1-A,0.0,64.0,520.4,521.04,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: basalt(6), rhyolite(1), greywacke(1), siltstone(5), sandstone(6), argillite(1), gneiss(1), quartz vein(4)",,,,,,341,U1421,A,67,X,1,A
341-U1421A-67X-1-A,64.0,69.0,521.04,521.09,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,67,X,1,A
341-U1421A-67X-1-A,69.0,73.0,521.09,521.13,,,,,,,,,,,present [A79],2,,,pebble [W22_2],subrounded,,,,,,sandstone(2),,,,,,341,U1421,A,67,X,1,A
341-U1421A-68X-CC-A,0.0,39.0,530.1,530.49,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt 3, sandst 3, greywacke 2, siltstone 3, argillite 1;",,,,,,341,U1421,A,68,X,CC,A
341-U1421A-69X-CC-A,0.0,26.0,539.8,540.06,silty,clast-poor diamict [M89m],,silty clast-poor diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"siltstone 2, vein qtz 4, basalt 1",,,,,,341,U1421,A,69,X,CC,A
341-U1421A-69X-CC-A,26.0,31.0,540.06,540.11,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,69,X,CC,A
341-U1421A-69X-CC-A,31.0,47.0,540.11,540.27,,,,,,,,,,,present [A79],,,,,,,,,,,"basalt 4, gneiss 1, sandst 1",,,,,,341,U1421,A,69,X,CC,A
341-U1421A-70X-1-#1-A,0.0,12.0,549.2,549.32,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#10-A,0.0,4.0,549.96,550.0,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#11-A,0.0,6.0,550.0,550.06,,,,,,,,,,,present [A79],1,,,,,,,,,,laminated sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#12-A,0.0,5.0,550.06,550.11,,,,,,,,,,,present [A79],1,,,,,,,,,,dark siltstone,,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#13-A,0.0,3.0,550.11,550.14,,,,,,,,,,,present [A79],1,,,,,,,,,,green siltstone,,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#14-A,0.0,10.0,550.14,550.24,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#15-A,0.0,5.0,550.24,550.29,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#16-A,0.0,4.0,550.29,550.33,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone,,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#2-A,0.0,4.0,549.32,549.36,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#3-A,0.0,5.0,549.36,549.41,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#4-A,0.0,11.0,549.41,549.52,,mud [Leg210],,mud ,,,,N 3 (very dark gray),,,,,,,,,,,,,,,,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#5-A,0.0,4.0,549.52,549.56,,,,,,,,,,,present [A79],4,,,,,,,,,,"2 argillite, basalt, siltstone, rhyolite",,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#6-A,0.0,3.0,549.56,549.59,,,,,,,,,,,present [A79],1,,,,,,,,,,gabbro,,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#7-A,0.0,17.0,549.59,549.76,,,,,,,,,,,present [A79],4,,,,,,,,,,"siltstone, sandstone, basalt, green sandstone
",,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#8-A,0.0,9.0,549.76,549.85,,,,,,,,,,,present [A79],1,,,,,,,,,,sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-70X-1-#9-A,0.0,11.0,549.85,549.96,,,,,,,,,,,present [A79],1,,,,,,,,,,laminated sandstone (drilled rock),,,,,,341,U1421,A,70,X,1,
341-U1421A-71X-CC-A,0.0,9.0,557.2,557.29,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"basalt and siltstone (mostly granule, some pebble)",,,,,,341,U1421,A,71,X,CC,A
341-U1421A-71X-CC-A,9.0,14.0,557.29,557.34,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1421,A,71,X,CC,A
341-U1421A-71X-CC-A,14.0,37.0,557.34,557.57,silty,clast-rich diamict [M89m],,silty clast-rich diamict ,,,,N 3 (very dark gray),,,present [A79],,,,,,,,,,,"clasts: basalt (3), sandstone(4), rhyolite(1), silstone(3), arkosic sandstone(1), argillite(1)",,,,,,341,U1421,A,71,X,CC,A
341-U1421A-72X-CC-A,0.0,17.0,566.9,567.07,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clast rich diamict with washed mud; pebbles of rhyolite, greenstone, siltstone",,,,,,341,U1421,A,72,X,CC,A
341-U1421A-72X-CC-A,17.0,22.0,567.07,567.12,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,72,X,CC,A
341-U1421A-72X-CC-A,22.0,34.0,567.12,567.24,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clast rich diamict with washed mud; pebbles of rhyolite, greenstone, siltstone",,,,,,341,U1421,A,72,X,CC,A
341-U1421A-73X-1-A,0.0,95.0,576.6,577.55,sandy,interbedded mud(stone) and diamict [McKW53],,sandy interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,shell fragment,,,"sandy clast-poor diamict interbedded with mud beds (up to 2 cm thick); 10Y 4/1, irregular/discontinuous shape; granules and pebbles of siltstone, granitoids, greenstone, sandstone; shell fragments @ 9, 17, 23, 95 cm",,,,,,341,U1421,A,73,X,1,A
341-U1421A-73X-1-A,95.0,110.0,577.55,577.7,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1421,A,73,X,1,A
341-U1421A-73X-2-A,0.0,58.0,577.7,578.28,sandy,interbedded mud(stone) and diamict [McKW53],,sandy interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sandy clast-poor diamict interbedded with mud laminae and beds (up to 4 cm thick); 10Y 4/1, irregular/discontinuous shape; granules and pebbles of siltstone and granitoids",,,,,,341,U1421,A,73,X,2,A
341-U1421A-73X-CC-A,0.0,40.0,578.28,578.68,sandy,interbedded mud(stone) and diamict [McKW53],,sandy interbedded mud(stone) and diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"sandy clast-poor diamict interbedded with mud laminae and beds (up to 3 cm thick); 10Y 4/1, irregular/discontinuous shape; granules and pebbles of siltstone and sandstone",,,,,,341,U1421,A,73,X,CC,A
341-U1421A-73X-CC-A,40.0,46.0,578.68,578.74,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,73,X,CC,A
341-U1421A-74X-CC-A,0.0,29.0,586.3,586.59,muddy [Leg339],clast-rich diamict [M89m],,muddy  clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,"granules and pebbles (up to 3 cm) of siltstone, greenstone and rhyolite",,,,,,341,U1421,A,74,X,CC,A
341-U1421A-74X-CC-A,29.0,41.0,586.59,586.71,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],2,,,,,,,shell fragment,,,shell fragments @ 31 cm,,,,,,341,U1421,A,74,X,CC,A
341-U1421A-74X-CC-A,41.0,46.0,586.71,586.76,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,74,X,CC,A
341-U1421A-75X-1-A,0.0,95.0,596.0,596.95,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,shell fragment,,,"clayey diatom ooze, with shell fragments @ 59 cm",,,,,,341,U1421,A,75,X,1,A
341-U1421A-75X-1-A,95.0,110.0,596.95,597.1,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,341,U1421,A,75,X,1,A
341-U1421A-75X-2-A,0.0,38.0,597.1,597.48,diatom bearing,mud [Leg210],with dispersed clasts,diatom bearing mud  with dispersed clasts,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,present [A79],18,,,,,,,,,,mainly granules of siltstone,,,,,,341,U1421,A,75,X,2,A
341-U1421A-75X-2-A,38.0,100.0,597.48,598.1,,clast-rich diamict [M89m],with silt [Leg339],clast-rich diamict  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silty mud matrix; granules and pebbles up to 3 cm of siltstone, sandstone, greenstone, granitoids",,,,,,341,U1421,A,75,X,2,A
341-U1421A-75X-CC-A,0.0,32.0,598.1,598.42,,clast-rich diamict [M89m],with silt [Leg339],clast-rich diamict  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"muddy matrix, granules and pebbles (up to 3 cm) of siltstone, rhyolite breccia; drilled very fine sandstone (17-27 cm)",,,,,,341,U1421,A,75,X,CC,A
341-U1421A-75X-CC-A,32.0,37.0,598.42,598.47,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1421,A,75,X,CC,A
