Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405B-19H-3-A,342,U1405,B,19,19-3,H,3,A,51.0,110.0,170.01,170.6,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-19H-3-A,342,U1405,B,19,19-3,H,3,A,110.0,150.0,170.6,171.0,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-19H-4-A,342,U1405,B,19,19-4,H,4,A,0.0,15.0,171.0,171.15,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405B-19H-4-A,342,U1405,B,19,19-4,H,4,A,15.0,100.0,171.15,172.0,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405B-19H-4-A,342,U1405,B,19,19-4,H,4,A,100.0,150.0,172.0,172.5,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405B-19H-5-A,342,U1405,B,19,19-5,H,5,A,0.0,150.0,172.5,174.0,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-19H-6-A,342,U1405,B,19,19-6,H,6,A,0.0,150.0,174.0,175.5,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-19H-7-A,342,U1405,B,19,19-7,H,7,A,0.0,57.0,175.5,176.13,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-20H-1-A,342,U1405,B,20,20-1,H,1,A,0.0,150.0,176.0,177.5,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-2-A,342,U1405,B,20,20-2,H,2,A,0.0,15.0,177.5,177.65,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-2-A,342,U1405,B,20,20-2,H,2,A,15.0,43.0,177.65,177.93,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5G 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-2-A,342,U1405,B,20,20-2,H,2,A,43.0,57.0,177.93,178.07,calcareous [Leg339],mud [Leg339],,calcareous  mud ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,containing Braarudosphaera nannofossils (see core summary narrative),,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   mud ,mud ,,,,,,
342-U1405B-20H-2-A,342,U1405,B,20,20-2,H,2,A,57.0,85.0,178.07,178.35,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5G 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-2-A,342,U1405,B,20,20-2,H,2,A,85.0,151.0,178.35,179.01,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-3-A,342,U1405,B,20,20-3,H,3,A,0.0,152.0,179.01,180.53,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-4-A,342,U1405,B,20,20-4,H,4,A,0.0,112.0,180.53,181.65,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-4-A,342,U1405,B,20,20-4,H,4,A,112.0,151.0,181.65,182.04,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405B-20H-5-A,342,U1405,B,20,20-5,H,5,A,0.0,25.0,182.04,182.29,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405B-20H-5-A,342,U1405,B,20,20-5,H,5,A,25.0,124.0,182.29,183.28,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405B-20H-5-A,342,U1405,B,20,20-5,H,5,A,124.0,128.0,183.28,183.32,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405B-20H-5-A,342,U1405,B,20,20-5,H,5,A,128.0,150.0,183.32,183.54,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405B-20H-6-A,342,U1405,B,20,20-6,H,6,A,0.0,150.0,183.54,185.04,,clay [Leg339],with biogenic components [Leg339],clay  with biogenic components ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with biogenic components ,,,,,,
342-U1405B-20H-7-A,342,U1405,B,20,20-7,H,7,A,0.0,63.0,185.04,185.67,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-20H-CC-A,342,U1405,B,20,20-CC,H,CC,A,0.0,8.0,185.67,185.8,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-21H-1-A,342,U1405,B,21,21-1,H,1,A,0.0,17.0,185.5,185.67,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-1-A,342,U1405,B,21,21-1,H,1,A,17.0,150.0,185.67,187.0,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-2-A,342,U1405,B,21,21-2,H,2,A,0.0,28.0,187.0,187.28,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-2-A,342,U1405,B,21,21-2,H,2,A,28.0,43.0,187.28,187.43,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-2-A,342,U1405,B,21,21-2,H,2,A,43.0,74.0,187.43,187.74,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-2-A,342,U1405,B,21,21-2,H,2,A,74.0,92.0,187.74,187.92,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-2-A,342,U1405,B,21,21-2,H,2,A,92.0,151.0,187.92,188.51,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-3-A,342,U1405,B,21,21-3,H,3,A,0.0,32.0,188.51,188.83,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-3-A,342,U1405,B,21,21-3,H,3,A,32.0,143.0,188.83,189.94,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-21H-3-A,342,U1405,B,21,21-3,H,3,A,143.0,151.0,189.94,190.02,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-4-A,342,U1405,B,21,21-4,H,4,A,0.0,22.0,190.02,190.24,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-4-A,342,U1405,B,21,21-4,H,4,A,22.0,47.0,190.24,190.49,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-4-A,342,U1405,B,21,21-4,H,4,A,47.0,129.5,190.49,191.315,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-4-A,342,U1405,B,21,21-4,H,4,A,129.5,134.0,191.315,191.36,clayey [Leg339],nannofossil ooze [Leg339],,clayey  nannofossil ooze ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-21H-4-A,342,U1405,B,21,21-4,H,4,A,134.0,151.0,191.36,191.53,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-5-A,342,U1405,B,21,21-5,H,5,A,0.0,151.0,191.53,193.04,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-6-A,342,U1405,B,21,21-6,H,6,A,0.0,150.0,193.04,194.54,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-7-A,342,U1405,B,21,21-7,H,7,A,0.0,67.0,194.54,195.21,diatomaceous [Leg339],clay [Leg339],with nannofossils [Leg339],diatomaceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   clay ,clay   with nannofossils ,,,,,,
342-U1405B-21H-CC-A,342,U1405,B,21,21-CC,H,CC,A,0.0,16.0,195.21,195.43,diatomaceous [Leg339],clay [Leg339],with nannofossils [Leg339],diatomaceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   clay ,clay   with nannofossils ,,,,,,
342-U1405B-22H-1-A,342,U1405,B,22,22-1,H,1,A,0.0,18.0,195.0,195.18,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-1-A,342,U1405,B,22,22-1,H,1,A,31.0,150.0,195.31,196.5,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-2-A,342,U1405,B,22,22-2,H,2,A,0.0,55.0,196.5,197.05,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-3-A,342,U1405,B,22,22-3,H,3,A,0.0,150.0,197.05,198.55,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,0.0,101.0,198.55,199.56,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,101.0,103.0,199.56,199.58,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,103.0,119.0,199.58,199.74,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,119.0,120.0,199.74,199.75,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,120.0,126.0,199.75,199.81,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,126.0,129.0,199.81,199.84,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,129.0,133.5,199.84,199.885,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,133.5,134.5,199.885,199.895,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,134.5,136.0,199.895,199.91,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,136.0,138.0,199.91,199.93,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,138.0,142.0,199.93,199.97,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,142.0,143.0,199.97,199.98,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405B-22H-4-A,342,U1405,B,22,22-4,H,4,A,143.0,145.0,199.98,200.0,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1405B-22H-5-A,342,U1405,B,22,22-5,H,5,A,0.0,90.0,200.0,200.9,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-22H-6-A,342,U1405,B,22,22-6,H,6,A,0.0,104.0,200.9,201.94,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-22H-6-A,342,U1405,B,22,22-6,H,6,A,104.0,123.0,201.94,202.13,calcareous [Leg339],mud [Leg339],,calcareous  mud ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   mud ,mud ,,,,,,
342-U1405B-22H-7-A,342,U1405,B,22,22-7,H,7,A,0.0,7.0,202.13,202.2,calcareous [Leg339],mud [Leg339],,calcareous  mud ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   mud ,mud ,,,,,,
342-U1405B-22H-7-A,342,U1405,B,22,22-7,H,7,A,7.0,110.0,202.2,203.23,,clay [Leg339],,clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-22H-7-A,342,U1405,B,22,22-7,H,7,A,110.0,136.0,203.23,203.49,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-22H-CC-A,342,U1405,B,22,22-CC,H,CC,A,0.0,52.0,203.49,204.09,,clay [Leg339],,clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-23H-1-A,342,U1405,B,23,23-1,H,1,A,0.0,40.0,204.5,204.9,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-1-A,342,U1405,B,23,23-1,H,1,A,40.0,151.0,204.9,206.01,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-2-A,342,U1405,B,23,23-2,H,2,A,0.0,152.0,206.01,207.53,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-3-A,342,U1405,B,23,23-3,H,3,A,0.0,85.0,207.53,208.38,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-3-A,342,U1405,B,23,23-3,H,3,A,85.0,93.0,208.38,208.46,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405B-23H-3-A,342,U1405,B,23,23-3,H,3,A,93.0,152.0,208.46,209.05,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-4-A,342,U1405,B,23,23-4,H,4,A,0.0,107.0,209.05,210.12,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-4-A,342,U1405,B,23,23-4,H,4,A,107.0,135.0,210.12,210.4,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-4-A,342,U1405,B,23,23-4,H,4,A,135.0,138.0,210.4,210.43,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5G 3/1 (very dark greenish gray),patch or bleb,,,moderate_339 [DB91],4,,"circular patch of dark green, diagenetic",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-23H-4-A,342,U1405,B,23,23-4,H,4,A,138.0,151.0,210.43,210.56,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
