Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1443A-9H-6-A,0.0,120.0,75.8,77.0,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,9,H,6,A
353-U1443A-9H-7-A,0.0,59.0,77.0,77.59,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,9,H,7,A
353-U1443A-9H-CC-A,0.0,15.0,77.59,77.74,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,9,H,CC,A
353-U1443A-10H-1-A,0.0,150.0,77.8,79.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,10,H,1,A
353-U1443A-10H-2-A,0.0,150.0,79.3,80.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,10,H,2,A
353-U1443A-10H-3-A,0.0,150.0,80.8,82.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,10,H,3,A
353-U1443A-10H-4-A,0.0,150.0,82.3,83.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N). Four black clayey ash patches between 136 and 148 cm.",,,,353,U1443,A,10,H,4,A
353-U1443A-10H-5-A,0.0,150.0,83.8,85.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N). Some black clayey ash patches between 104 and 130 cm. 1 cm thick greenish band at 133 cm.",,,,353,U1443,A,10,H,5,A
353-U1443A-10H-6-A,0.0,120.0,85.3,86.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,One black clayey ash patch at 25 cm.,,,,353,U1443,A,10,H,6,A
353-U1443A-10H-7-A,0.0,70.0,86.5,87.2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,10,H,7,A
353-U1443A-10H-CC-A,0.0,13.0,87.2,87.33,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,10,H,CC,A
353-U1443A-11H-1-A,0.0,149.0,87.3,88.79,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Mottling from 76-86 cm; small black blebs towards bottom portion. Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,11,H,1,A
353-U1443A-11H-2-A,0.0,150.0,88.8,90.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Black, opaque sulphide mark at 123-124cm; Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,11,H,2,A
353-U1443A-11H-3-A,0.0,150.0,90.3,91.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,11,H,3,A
353-U1443A-11H-4-A,0.0,143.0,91.8,93.23,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N). Overall color is little more greenish (GLEY 2 8/10G)",,,,353,U1443,A,11,H,4,A
353-U1443A-11H-5-A,0.0,150.0,93.23,94.73,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Gray mottling at 56 and 58 cm. Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,11,H,5,A
353-U1443A-11H-6-A,0.0,126.0,94.73,95.99,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,Light gray to gray minor variations in the top 41 cm.,,,,353,U1443,A,11,H,6,A
353-U1443A-11H-6-A,0.0,130.0,94.73,96.03,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Mottling from 76-86 cm; small black blebs towards bottom portion. Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,11,H,6,A
353-U1443A-11H-7-A,0.0,68.0,96.03,96.71,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,Light gray gradation in color towards end. Black bleb at 30-31 cm,,,,353,U1443,A,11,H,7,A
353-U1443A-11H-CC-A,0.0,3.0,96.71,96.74,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,11,H,CC,A
353-U1443A-11H-CC-A,0.0,6.0,96.71,96.77,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Mottling from 76-86 cm; small black blebs towards bottom portion. Very faint color variations along the section (dominantly GLEY 1/8N, some intervals darker GLEY 1/7N).",,,,353,U1443,A,11,H,CC,A
353-U1443A-12H-1-A,0.0,88.0,96.8,97.68,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),gradational,,horizontal,,non-graded,,,,,,,,Very minor blebs with gray color variations,,,,353,U1443,A,12,H,1,A
353-U1443A-12H-1-A,88.0,93.0,97.68,97.73,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,gray,GLEY 1 6/N (gray),irregular,,inclined,,non-graded,vitric,common,4,mottling,,,,,,,,353,U1443,A,12,H,1,A
353-U1443A-12H-1-A,93.0,148.0,97.73,98.28,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),gradational,,horizontal,,non-graded,,,,,,,,,,,,353,U1443,A,12,H,1,A
353-U1443A-12H-2-A,0.0,150.0,98.3,99.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,12,H,2,A
353-U1443A-12H-3-A,0.0,150.0,99.8,101.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,Light brownish mottling observed from 100-105 cm and 135-140 cm,,,,353,U1443,A,12,H,3,A
353-U1443A-12H-4-A,0.0,150.0,101.3,102.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Black blebs at 2-4 cm, 8-11 cm, 98-99 cm, and 103-104 cm. Darker gray mottling around 47-57 cm. Light brownish coloration at 127-137 cm.",,,,353,U1443,A,12,H,4,A
353-U1443A-12H-5-A,0.0,150.0,102.8,104.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,Very homogenous,,,,353,U1443,A,12,H,5,A
353-U1443A-12H-6-A,0.0,146.0,104.3,105.76,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,"Dark grayish-black layer at 67.5 cm (silt-to-medium sand ash with nannofossils) and brownish, more silty bleb at 74 cm",,,,353,U1443,A,12,H,6,A
353-U1443A-12H-6-A,0.0,150.0,104.3,105.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,12,H,6,A
353-U1443A-12H-7-A,0.0,54.0,105.8,106.34,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,Very small black blebs seen infrequently,,,,353,U1443,A,12,H,7,A
353-U1443A-12H-CC-A,0.0,8.0,106.34,106.42,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,light gray,GLEY 1 8/N (white gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,12,H,CC,A
353-U1443A-13H-1-A,0.0,73.5,106.3,107.035,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 8/N (white gray),gradational,scoured,sub-horizontal,,non-graded,,,,mottling,,,,Light brownish irregularly-shaped mottling. Section is homogenous. Blackish bleb around 71 cm,,,,353,U1443,A,13,H,1,A
353-U1443A-13H-1-A,73.5,150.0,107.035,107.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,gray,5Y 8/2 (white),,,,,non-graded,,,,color banding,,,,"Darker, non-yellowish gray color banding with dominant color after 84 cm. Some mottling with lighter/paler colors intertwined with banding.",,,,353,U1443,A,13,H,1,A
353-U1443A-13H-2-A,0.0,150.0,107.8,109.3,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,One lighter gray bleb at 54 cm,,,,353,U1443,A,13,H,2,A
353-U1443A-13H-3-A,0.0,150.0,109.3,110.8,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,Some apparent ash mottling at 96 - 99 cm,,,,353,U1443,A,13,H,3,A
353-U1443A-13H-4-A,0.0,150.0,110.8,112.3,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,"Lighter, faint gray blebs scattered throughout the section",,,,353,U1443,A,13,H,4,A
353-U1443A-13H-5-A,0.0,150.0,112.3,113.8,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,"Lighter, faint gray blebs scattered throughout the section. Some silt sized fraction at 39- 41cm",,,,353,U1443,A,13,H,5,A
353-U1443A-13H-6-A,0.0,145.0,113.8,115.25,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,Lighter-to-darker gray blebs scattered throughout the section.,,,,353,U1443,A,13,H,6,A
353-U1443A-13H-7-A,0.0,56.0,115.3,115.86,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,13,H,7,A
353-U1443A-13H-CC-A,0.0,38.0,115.87,116.25,,clayey,nannofossil ooze,with authigenic carbonate,clayey nannofossil ooze,clayey nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/1 (white),,,,,non-graded,,,,,,,,,,,,353,U1443,A,13,H,CC,A
353-U1443A-14H-1-A,0.0,150.0,115.8,117.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/4 (pale yellow),,,,,non-graded,,,,,,,,Very faint yellowish white mottling sporadically,,,,353,U1443,A,14,H,1,A
353-U1443A-14H-2-A,0.0,150.0,117.3,118.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/4 (pale yellow),,,,,non-graded,,,,,,,,Very faint yellowish white mottling sporadically,,,,353,U1443,A,14,H,2,A
353-U1443A-14H-3-A,0.0,150.0,118.8,120.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/4 (pale yellow),,,,,non-graded,,,,,,,,Very faint yellowish white mottling sporadically,,,,353,U1443,A,14,H,3,A
353-U1443A-14H-4-A,0.0,150.0,120.3,121.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/4 (pale yellow),,,,,non-graded,,,,,,,,Very faint yellowish white mottling sporadically,,,,353,U1443,A,14,H,4,A
353-U1443A-14H-5-A,0.0,150.0,121.8,123.3,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/4 (pale yellow),,,,,non-graded,,,,burrows,,,,Bioturbation burrow feature from 92-107 cm filled with whitish lighter yellow colored sediment.,,,,353,U1443,A,14,H,5,A
353-U1443A-14H-6-A,0.0,150.0,123.3,124.8,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/3 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,14,H,6,A
353-U1443A-14H-7-A,0.0,60.0,124.8,125.4,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/3 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,14,H,7,A
353-U1443A-14H-CC-A,0.0,10.0,125.4,125.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/3 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,14,H,CC,A
353-U1443A-15H-1-A,0.0,150.0,125.3,126.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,15,H,1,A
353-U1443A-15H-2-A,0.0,150.0,126.8,128.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,vitric,moderate,3,,,,,Thin dark grey ash band 142-145 cm. Obvious bioturbation smears out the thickness of the ash layer. Thin burrows approximately 5 mm wide.,,,,353,U1443,A,15,H,2,A
353-U1443A-15H-3-A,0.0,150.0,128.3,129.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,15,H,3,A
353-U1443A-15H-4-A,0.0,150.0,129.8,131.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,15,H,4,A
353-U1443A-15H-5-A,0.0,150.0,131.3,132.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,15,H,5,A
353-U1443A-15H-6-A,0.0,131.0,132.8,134.11,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,15,H,6,A
353-U1443A-15H-7-A,0.0,60.0,134.11,134.71,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,15,H,7,A
353-U1443A-15H-CC-A,0.0,27.0,134.71,134.98,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,15,H,CC,A
353-U1443A-16F-1-A,0.0,150.0,134.8,136.3,,,nannofossil ooze,with authigenic carbonate,nannofossil ooze,nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,16,F,1,A
353-U1443A-16F-2-A,0.0,151.0,136.3,137.81,,,nannofossil ooze,with authigenic carbonate,nannofossil ooze,nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,16,F,2,A
353-U1443A-16F-3-A,0.0,103.0,137.81,138.84,,,nannofossil ooze,with authigenic carbonate,nannofossil ooze,nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,16,F,3,A
353-U1443A-16F-4-A,0.0,71.0,138.84,139.55,,,nannofossil ooze,with authigenic carbonate,nannofossil ooze,nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,16,F,4,A
353-U1443A-16F-CC-A,0.0,23.0,139.55,139.78,,,nannofossil ooze,with authigenic carbonate,nannofossil ooze,nannofossil ooze with authigenic carbonate,nannofossil ooze with authigenic carbonate,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,16,F,CC,A
353-U1443A-17F-1-A,0.0,150.0,139.6,141.1,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,"Dark gray lenticular thin sediment inclusion at 55-57 cm; wispy gray bands at intervals 21-26 cm, 55-58 cm, 90-104 cm, and 140-142 cm",,,,353,U1443,A,17,F,1,A
353-U1443A-17F-2-A,0.0,150.0,141.1,142.6,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,"Wispy gray bands at intervals 0-9 cm, 32-33 cm, 51-52 cm, 62-73 cm, 82-83, etc.",,,,353,U1443,A,17,F,2,A
353-U1443A-17F-3-A,0.0,96.0,142.6,143.56,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,"Dark gray lenticular thin sediment inclusion at 55-57 cm; wispy gray bands at intervals 21-26 cm, 55-58 cm, 90-104 cm, and 140-142 cm",,,,353,U1443,A,17,F,3,A
353-U1443A-17F-4-A,0.0,71.0,143.61,144.32,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 7/2 (light gray),,,,,non-graded,,,,mottling,,,,"Dark gray lenticular thin sediment inclusion at 55-57 cm; wispy gray bands at intervals 21-26 cm, 55-58 cm, 90-104 cm, and 140-142 cm",,,,353,U1443,A,17,F,4,A
353-U1443A-17F-CC-A,0.0,26.0,144.32,144.58,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 7/2 (light gray),,,,,non-graded,,,,mottling,,,,"Dark gray lenticular thin sediment inclusion at 55-57 cm; wispy gray bands at intervals 21-26 cm, 55-58 cm, 90-104 cm, and 140-142 cm",,,,353,U1443,A,17,F,CC,A
353-U1443A-18F-1-A,0.0,150.0,144.4,145.9,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,Lighter gray to darker gray mottling visible throughout the section.,,,,353,U1443,A,18,F,1,A
353-U1443A-18F-2-A,0.0,150.0,145.9,147.4,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,Lighter gray to darker gray mottling visible throughout the section.,,,,353,U1443,A,18,F,2,A
353-U1443A-18F-3-A,0.0,101.0,147.4,148.41,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,Lighter gray to darker gray mottling visible throughout the section.,,,,353,U1443,A,18,F,3,A
353-U1443A-18F-4-A,0.0,71.0,148.41,149.12,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,10YR 8/2 (very pale brown),,,,,non-graded,,,,mottling,,,,Lighter gray to darker gray mottling visible throughout the section.,,,,353,U1443,A,18,F,4,A
353-U1443A-18F-CC-A,0.0,25.0,149.13,149.38,,,nannofossil ooze,with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,brown,10YR 8/2 (very pale brown),,,,,non-graded,,,,mottling,,,,Lighter gray to darker gray mottling visible throughout the section.,,,,353,U1443,A,18,F,CC,A
353-U1443A-19F-1-A,0.0,150.0,149.2,150.7,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,19,F,1,A
353-U1443A-19F-2-A,0.0,150.0,150.7,152.2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,19,F,2,A
353-U1443A-19F-3-A,0.0,97.0,152.2,153.17,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,19,F,3,A
353-U1443A-19F-4-A,0.0,71.0,153.17,153.88,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,19,F,4,A
353-U1443A-19F-CC-A,0.0,23.0,153.88,154.11,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,19,F,CC,A
353-U1443A-20F-1-A,0.0,150.0,154.0,155.5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,5 mm diameter nodule (volcanic ash with authigenic carbonates) at 102 cm. Exciting! The sample taken for XRD analysis.,,,,353,U1443,A,20,F,1,A
353-U1443A-20F-2-A,0.0,150.0,155.5,157.0,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,20,F,2,A
353-U1443A-20F-3-A,0.0,122.0,157.0,158.22,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,20,F,3,A
353-U1443A-20F-4-A,0.0,58.0,158.22,158.8,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,20,F,4,A
353-U1443A-20F-CC-A,0.0,22.0,158.8,159.02,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,20,F,CC,A
353-U1443A-21F-1-A,0.0,150.0,158.8,160.3,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,Two 5 mm diameter dark grey patches (volcanic ash with authigenic carbonates) at 27 and 74 cm.,,,,353,U1443,A,21,F,1,A
