Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
363-U1486D-11H-4-A,50.0,51.0,91.7,91.71,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,4,A,,,,,
363-U1486D-11H-4-A,51.0,56.0,91.71,91.76,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,4,A,,,,,
363-U1486D-11H-4-A,56.0,150.0,91.76,92.7,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,4,A,,,,,
363-U1486D-11H-5-A,0.0,82.0,92.7,93.52,diatom-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],diatom-bearing foraminifer-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,clay-rich,,,,,,,,,,,,,363,U1486,D,11,H,5,A,,,,,
363-U1486D-11H-5-A,82.0,91.0,93.52,93.61,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,5,A,,,,,
363-U1486D-11H-5-A,91.0,94.0,93.61,93.64,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,5,A,,,,,
363-U1486D-11H-5-A,94.0,100.0,93.64,93.7,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,5,A,,,,,
363-U1486D-11H-5-A,100.0,150.0,93.7,94.2,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,5,A,,,,,
363-U1486D-11H-6-A,0.0,41.0,94.2,94.61,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-6-A,41.0,43.0,94.61,94.63,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-6-A,43.0,67.0,94.63,94.87,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-6-A,67.0,73.0,94.87,94.93,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-6-A,73.0,82.0,94.93,95.02,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-6-A,82.0,120.0,95.02,95.4,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-6-A,120.0,127.0,95.4,95.47,,ash(tuff) [MMK88m],ash(tuff),,N 5 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-6-A,127.0,150.0,95.47,95.7,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,6,A,,,,,
363-U1486D-11H-7-A,0.0,30.0,95.7,96.0,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,7,A,,,,,
363-U1486D-11H-7-A,30.0,35.0,96.0,96.05,,ash(tuff) [MMK88m],ash(tuff),,10YR 3/2 (very dark grayish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,7,A,,,,,
363-U1486D-11H-7-A,35.0,48.0,96.05,96.18,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,7,A,,,,,
363-U1486D-11H-7-A,48.0,72.0,96.18,96.42,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,7,A,,,,,
363-U1486D-11H-CC-A,0.0,29.0,96.42,96.71,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,11,H,CC,A,,,,,
363-U1486D-12H-1-A,0.0,128.0,96.2,97.48,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,1,A,,,,,
363-U1486D-12H-1-A,128.0,129.0,97.48,97.49,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,1,A,,,,,
363-U1486D-12H-1-A,129.0,150.0,97.49,97.7,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,1,A,,,,,
363-U1486D-12H-2-A,0.0,27.0,97.7,97.97,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,2,A,,,,,
363-U1486D-12H-2-A,27.0,27.5,97.97,97.975,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,2,A,,,,,
363-U1486D-12H-2-A,27.5,124.0,97.975,98.94,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,2,A,,,,,
363-U1486D-12H-2-A,124.0,125.0,98.94,98.95,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,2,A,,,,,
363-U1486D-12H-2-A,125.0,150.0,98.95,99.2,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,2,A,,,,,
363-U1486D-12H-3-A,0.0,4.0,99.2,99.24,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,3,A,,,,,
363-U1486D-12H-3-A,4.0,63.0,99.24,99.83,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,3,A,,,,,
363-U1486D-12H-3-A,63.0,65.0,99.83,99.85,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,3,A,,,,,
363-U1486D-12H-3-A,65.0,100.0,99.85,100.2,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,3,A,,,,,
363-U1486D-12H-3-A,100.0,111.0,100.2,100.31,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,3,A,,,,,
363-U1486D-12H-3-A,111.0,150.0,100.31,100.7,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 8/1 (white),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,3,A,,,,,
363-U1486D-12H-4-A,0.0,74.0,100.7,101.44,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,4,A,,,,,
363-U1486D-12H-4-A,74.0,75.0,101.44,101.45,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,4,A,,,,,
363-U1486D-12H-4-A,75.0,110.0,101.45,101.8,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,4,A,,,,,
363-U1486D-12H-4-A,110.0,118.0,101.8,101.88,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,4,A,,,,,
363-U1486D-12H-4-A,118.0,150.0,101.88,102.2,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,4,A,,,,,
363-U1486D-12H-5-A,0.0,5.0,102.2,102.25,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,5,A,,,,,
363-U1486D-12H-5-A,5.0,8.0,102.25,102.28,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,5,A,,,,,
363-U1486D-12H-5-A,8.0,39.0,102.28,102.59,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,5,A,,,,,
363-U1486D-12H-5-A,39.0,48.0,102.59,102.68,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,5,A,,,,,
363-U1486D-12H-5-A,48.0,140.0,102.68,103.6,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,5,A,,,,,
363-U1486D-12H-5-A,140.0,150.0,103.6,103.7,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,5,A,,,,,
363-U1486D-12H-6-A,0.0,18.5,103.7,103.885,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,6,A,,,,,
363-U1486D-12H-6-A,18.5,20.5,103.885,103.905,,ash(tuff) [MMK88m],ash(tuff),,10YR 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,6,A,,,,,
363-U1486D-12H-6-A,20.5,48.0,103.905,104.18,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,6,A,,,,,
363-U1486D-12H-6-A,48.0,50.0,104.18,104.2,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,6,A,,,,,
363-U1486D-12H-6-A,50.0,121.0,104.2,104.91,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,6,A,,,,,
363-U1486D-12H-6-A,121.0,122.0,104.91,104.92,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,6,A,,,,,
363-U1486D-12H-6-A,122.0,150.0,104.92,105.2,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,6,A,,,,,
363-U1486D-12H-7-A,0.0,23.5,105.2,105.435,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,foraminifer-rich and clay-bearing,,,,,,,,,,,,,363,U1486,D,12,H,7,A,,,,,
363-U1486D-12H-7-A,23.5,25.0,105.435,105.45,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,7,A,,,,,
363-U1486D-12H-7-A,25.0,47.0,105.45,105.67,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,7,A,,,,,
363-U1486D-12H-7-A,47.0,48.0,105.67,105.68,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,12,H,7,A,,,,,
363-U1486D-12H-7-A,48.0,69.0,105.68,105.89,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,7,A,,,,,
363-U1486D-12H-CC-A,0.0,23.0,105.89,106.12,diatom-bearing foraminifer-bearing [X363],nannofossil clay [X363],diatom-bearing foraminifer-bearing nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,foraminifer-bearing and clay-rich,,,,,,,,,,,,,363,U1486,D,12,H,CC,A,,,,,
363-U1486D-13H-1-A,0.0,76.5,105.7,106.465,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,1,A,,,,,
363-U1486D-13H-1-A,76.5,77.0,106.465,106.47,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,1,A,,,,,
363-U1486D-13H-1-A,77.0,150.0,106.47,107.2,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,1,A,,,,,
363-U1486D-13H-2-A,0.0,10.5,107.2,107.305,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,2,A,,,,,
363-U1486D-13H-2-A,10.5,11.0,107.305,107.31,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,2,A,,,,,
363-U1486D-13H-2-A,11.0,116.0,107.31,108.36,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,2,A,,,,,
363-U1486D-13H-2-A,116.0,118.0,108.36,108.38,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,2,A,,,,,
363-U1486D-13H-2-A,118.0,151.0,108.38,108.71,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,2,A,,,,,
363-U1486D-13H-3-A,0.0,101.0,108.71,109.72,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,3,A,,,,,
363-U1486D-13H-3-A,101.0,102.0,109.72,109.73,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,3,A,,,,,
363-U1486D-13H-3-A,102.0,151.0,109.73,110.22,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,3,A,,,,,
363-U1486D-13H-4-A,0.0,27.0,110.22,110.49,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,4,A,,,,,
363-U1486D-13H-4-A,27.0,28.0,110.49,110.5,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,4,A,,,,,
363-U1486D-13H-4-A,28.0,127.0,110.5,111.49,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 5/2 (olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,4,A,,,,,
363-U1486D-13H-4-A,127.0,128.5,111.49,111.505,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,4,A,,,,,
363-U1486D-13H-4-A,128.5,150.0,111.505,111.72,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,4,A,,,,,
363-U1486D-13H-5-A,0.0,35.0,111.72,112.07,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,5,A,,,,,
363-U1486D-13H-5-A,35.0,89.5,112.07,112.615,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,5,A,,,,,
363-U1486D-13H-5-A,89.5,90.0,112.615,112.62,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,5,A,,,,,
363-U1486D-13H-5-A,90.0,150.0,112.62,113.22,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,5,A,,,,,
363-U1486D-13H-6-A,0.0,28.0,113.22,113.5,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,6,A,,,,,
363-U1486D-13H-6-A,28.0,30.0,113.5,113.52,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,6,A,,,,,
363-U1486D-13H-6-A,30.0,63.0,113.52,113.85,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,6,A,,,,,
363-U1486D-13H-6-A,63.0,106.0,113.85,114.28,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/1 (gray),heavy [DB86],,,,,,ash-rich,,,,,,,,,,,,,363,U1486,D,13,H,6,A,,,,,
363-U1486D-13H-6-A,106.0,108.0,114.28,114.3,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,6,A,,,,,
363-U1486D-13H-6-A,108.0,150.0,114.3,114.72,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,6,A,,,,,
363-U1486D-13H-7-A,0.0,44.0,114.72,115.16,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,7,A,,,,,
363-U1486D-13H-7-A,44.0,48.0,115.16,115.2,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,7,A,,,,,
363-U1486D-13H-7-A,48.0,72.0,115.2,115.44,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,7,A,,,,,
363-U1486D-13H-CC-A,0.0,11.0,115.44,115.55,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,CC,A,,,,,
363-U1486D-13H-CC-A,11.0,12.0,115.55,115.56,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,13,H,CC,A,,,,,
363-U1486D-13H-CC-A,12.0,21.0,115.56,115.65,radiolarian-bearing foraminifer-rich [X363],nannofossil clay [X363],radiolarian-bearing foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),heavy [DB86],,,,,,ash-bearing,,,,,,,,,,,,,363,U1486,D,13,H,CC,A,,,,,
363-U1486D-14H-1-A,0.0,35.0,115.2,115.55,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,1,A,,,,,
363-U1486D-14H-1-A,35.0,37.0,115.55,115.57,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,1,A,,,,,
363-U1486D-14H-1-A,37.0,74.0,115.57,115.94,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,1,A,,,,,
363-U1486D-14H-1-A,74.0,76.0,115.94,115.96,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,1,A,,,,,
363-U1486D-14H-1-A,76.0,93.0,115.96,116.13,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,1,A,,,,,
363-U1486D-14H-1-A,93.0,95.0,116.13,116.15,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,1,A,,,,,
363-U1486D-14H-1-A,95.0,150.0,116.15,116.7,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,14,H,1,A,,,,,
