Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1522A-52R-5-A,0,146,468.4,469.86,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 70-71 cm.,,,,374,U1522,A,52,R,5,A,
374-U1522A-52R-5-A,61,61,469.01,469.01,,,,,interlamination,,,,,,,,,,,,Fine laminae.,,,,374,U1522,A,52,R,5,A,
374-U1522A-52R-6-A,0,85,469.86,470.71,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 55-59 and 74-75 (faceted) cm.,,,,374,U1522,A,52,R,6,A,
374-U1522A-52R-CC-A,0,10,470.71,470.81,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,52,R,CC,A,
374-U1522A-53R-1-A,0,146,472.5,473.96,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance.,,,,374,U1522,A,53,R,1,A,
374-U1522A-53R-2-A,0,146,473.96,475.42,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance. Lonestone at 41 cm.,,,,374,U1522,A,53,R,2,A,
374-U1522A-53R-3-A,0,146,475.42,476.88,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance. Lonestone at 7, 74 (faceted), and 145 cm.",,,,374,U1522,A,53,R,3,A,
374-U1522A-53R-3-A,104,109,476.46,476.51,,,,,,,,,,,,,shell fragment,,,,Shell fragment at 104 and 109 cm.,,,,374,U1522,A,53,R,3,A,
374-U1522A-53R-4-A,0,147,476.88,478.35,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance. Lonestone at 30 and 62-68 cm.,,,,374,U1522,A,53,R,4,A,
374-U1522A-53R-4-A,90,90,477.78,477.78,,,,,,,,,,,nodule,silica,,,,,small chert (?) nodule (with mm-scale).,,,,374,U1522,A,53,R,4,A,
374-U1522A-53R-5-A,0,146,478.35,479.81,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance.,,,,374,U1522,A,53,R,5,A,
374-U1522A-53R-6-A,0,110,479.81,480.91,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance.,,,,374,U1522,A,53,R,6,A,
374-U1522A-53R-6-A,5,10,479.86,479.91,,,,,interlamination,,,,,,,,,,,,Faint laminations.,,,,374,U1522,A,53,R,6,A,
374-U1522A-53R-7-A,0,86,480.91,481.77,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance.,,,,374,U1522,A,53,R,7,A,
374-U1522A-53R-7-A,37,38,481.28,481.29,,,,,intraclast,,,,,,,,,,,,Mud intraclast.,,,,374,U1522,A,53,R,7,A,
374-U1522A-53R-CC-A,0,7,481.77,481.84,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Very dark greenish gray clast-rich to -poor sandy diamictite (interbedded). Difficult to see any structure due to drilling disturbance.,,,,374,U1522,A,53,R,CC,A,
374-U1522A-54R-1-A,0,146,482.1,483.56,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 1-2 (meta sed.?), 13-15 (chert), 28-32 (meta sed), 59-72 (granodiorite), 115-117 cm (meta sed.). Chert at 81 cm. 123-124 cm: two aligned volcanic granoles. Mud clast throughout.",,,,374,U1522,A,54,R,1,A,
374-U1522A-54R-2-A,0,132,483.56,484.88,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 93-94 (meta sed.) and 107-108 cm (faceted carbonate cement clast).,,,,374,U1522,A,54,R,2,A,
374-U1522A-54R-3-A,0,51,484.88,485.39,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,mud clast,,,Mudclast at 18-20 cm.,,,,374,U1522,A,54,R,3,A,
374-U1522A-54R-CC-A,0,15,485.39,485.54,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,,,,,374,U1522,A,54,R,CC,A,
374-U1522A-54R-CC-A,20,28,485.59,485.67,diatom bearing,mudstone,with common clasts,diatom bearing mudstone with common clasts,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,,,,,,,,374,U1522,A,54,R,CC,A,
374-U1522A-55R-1-A,0,142,491.7,493.12,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,"Lonestone at 75-77 (meta sed.), 83, and 113 (faceted) cm.",,,,374,U1522,A,55,R,1,A,
374-U1522A-55R-1-A,118,121,492.88,492.91,,,,,wavy laminae,,,,,,,,,,,,,,,,374,U1522,A,55,R,1,A,
374-U1522A-55R-2-A,0,98,493.12,494.1,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),moderate [DB86],2,,,,,,lonestone,sharp boundary or contact,planar,"Lonestone at 17-20, 30-32, 56-59, 115-117 cm. Sharp color contact.",,,,374,U1522,A,55,R,2,A,
374-U1522A-55R-2-A,98,106,494.1,494.18,,,,,normal grading,,,,,,,,,,,,,,,,374,U1522,A,55,R,2,A,
374-U1522A-55R-2-A,98,117,494.1,494.29,diatom rich,mudstone,with dispersed clasts,diatom rich mudstone with dispersed clasts,,GLEY 1 5/5GY (greenish gray),,,,,,,,,sharp boundary or contact,planar,Sharp color contact.,,,,374,U1522,A,55,R,2,A,
374-U1522A-55R-2-A,117,129,494.29,494.41,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,55,R,2,A,
374-U1522A-55R-3-A,0,56,494.41,494.97,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Lonestone at 26 (faceted) and 52-56 cn (igneous).,,,,374,U1522,A,55,R,3,A,
374-U1522A-55R-CC-A,5,24,495.02,495.21,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Lonestone at 5-10 (meta sed.) and 52-56 cm (igneous).,,,,374,U1522,A,55,R,CC,A,
374-U1522A-56R-1-A,0,146,501.3,502.76,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 46-50 (granodiorite?), 112, 114 (meta sed.), and 146 cm (meta sed.). Chert clasts throughout + cluster 27-32 cm.",,,,374,U1522,A,56,R,1,A,
374-U1522A-56R-1-A,27,32,501.57,501.62,,,,,clast cluster or nest,,,,,,,,,,,,,,,,374,U1522,A,56,R,1,A,
374-U1522A-56R-2-A,0,101,502.76,503.77,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 16 (faceted metased.), 20 (igneous), 30 (sandstone), 50 (metased.), and 70 (chert).",,,,374,U1522,A,56,R,2,A,
374-U1522A-56R-2-A,53,53,503.29,503.29,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,56,R,2,A,
374-U1522A-56R-3-A,0,56,503.77,504.33,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,sharp boundary or contact,,Sharp color band.,,,,374,U1522,A,56,R,3,A,
374-U1522A-56R-3-A,56,61,504.33,504.38,diatom bearing,mudstone,with dispersed clasts,diatom bearing mudstone with dispersed clasts,wavy laminae,GLEY 1 4/5G (dark greenish gray),,,,,,,,,sharp boundary or contact,erosive,mudstone with streaks of olive brown (2.5Y 4/3) laminae.,,,,374,U1522,A,56,R,3,A,
374-U1522A-56R-3-A,61,62,504.38,504.39,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,56,R,3,A,
374-U1522A-56R-4-A,0,47,504.39,504.86,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,deformed,GLEY 1 4/5G (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,56,R,4,A,
374-U1522A-56R-4-A,2,7,504.41,504.46,,,,,interlamination,,,,,,,,,,,,Fine laminae,,,,374,U1522,A,56,R,4,A,
374-U1522A-56R-4-A,34,39,504.73,504.78,,,,,flame structure,,,,,,,,,,,,,,,,374,U1522,A,56,R,4,A,
374-U1522A-56R-4-A,47,55,504.86,504.94,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,2.5Y 3/1 (very dark gray),,,,,,,,lonestone,,,Lonestone at 47 cm (meta sed).,,,,374,U1522,A,56,R,4,A,
374-U1522A-56R-CC-A,5,15,504.99,505.09,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,2.5Y 3/1 (very dark gray),,,,,,,,lonestone,,,Lonestone at 4-10 cm (metased).,,,,374,U1522,A,56,R,CC,A,
374-U1522A-57R-1-A,0,135,510.9,512.25,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"lonestone at 0-7 (igneous), 35, and 91 (faceted), and 119 cm (faceted)",,,,374,U1522,A,57,R,1,A,
374-U1522A-57R-1-A,112,112,512.02,512.02,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,57,R,1,A,
374-U1522A-57R-2-A,0,129,512.25,513.54,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 3, 88 (faceted), 113 and 120-123 cm (granite?).",,,,374,U1522,A,57,R,2,A,
374-U1522A-57R-2-A,8,18,512.33,512.43,,,,,mottling [BJ80],,,,,,,,,,,,Lighter colored mottling.,,,,374,U1522,A,57,R,2,A,
374-U1522A-57R-2-A,45,45,512.7,512.7,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,57,R,2,A,
374-U1522A-57R-3-A,0,150,513.54,515.04,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 54, 63, 102 (faceted), 138, and 144 cm.",,,,374,U1522,A,57,R,3,A,
374-U1522A-57R-4-A,0,147,515.04,516.51,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 48, 62, 73, and 137 cm.",,,,374,U1522,A,57,R,4,A,
374-U1522A-57R-5-A,0,61,516.51,517.12,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 2-5, 19 (carbonate cemented mud clast), 37, and 44 cm.",,,,374,U1522,A,57,R,5,A,
374-U1522A-57R-CC-A,0,13,517.12,517.25,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Large (2 cm) shell fragment from 5-7 cm.,,,,374,U1522,A,57,R,CC,A,
374-U1522A-58R-1-A,0,137,520.5,521.87,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 60, 69-72, 77.",,,,374,U1522,A,58,R,1,A,
374-U1522A-58R-2-A,0,144,521.87,523.31,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 3-4, 40, 50-52, 75-77 (meta. sed.), 92-94, 105-119, 129-131 (meta. sed.)",,,,374,U1522,A,58,R,2,A,
374-U1522A-58R-2-A,121,121,523.08,523.08,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,58,R,2,A,
374-U1522A-58R-3-A,0,143,523.31,524.74,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 20, 94-95, 110-120 (meta. sed.). Clasts are aligned through sections 1-3.",,,,374,U1522,A,58,R,3,A,
374-U1522A-58R-3-A,59,59,523.9,523.9,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,58,R,3,A,
374-U1522A-58R-4-A,0,104,524.74,525.78,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 4-7, 19-20, 24, 40-44, 73-94, 95-98.",,,,374,U1522,A,58,R,4,A,
374-U1522A-58R-4-A,40,40,525.14,525.14,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,58,R,4,A,
374-U1522A-58R-5-A,0,109,525.78,526.87,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,gradational boundary or contact,,from 86-87 gradational color contact to more clast poor muddy diamictite,,,,374,U1522,A,58,R,5,A,
374-U1522A-58R-5-A,50,53,526.28,526.31,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,58,R,5,A,
374-U1522A-58R-5-A,109,146,526.87,527.24,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,58,R,5,A,
374-U1522A-58R-5-A,124,130,527.02,527.08,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,58,R,5,A,
374-U1522A-58R-6-A,0,144,527.24,528.68,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestones at 89-90. Clasts are aligned at 4-6.,,,,374,U1522,A,58,R,6,A,
374-U1522A-58R-6-A,61,62,527.85,527.86,,,,,clast cluster or nest,,,,,,,,,,,,,,,,374,U1522,A,58,R,6,A,
374-U1522A-58R-6-A,65,69,527.89,527.93,,,,,vein network,,,,,,,,,,,,,,,,374,U1522,A,58,R,6,A,
374-U1522A-58R-7-A,0,55,528.68,529.23,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,"Lonestones at 4-5, 21-23.",,,,374,U1522,A,58,R,7,A,
374-U1522A-58R-CC-A,0,17,529.23,529.4,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Lonestones at 10-11,,,,374,U1522,A,58,R,CC,A,
374-U1522A-59R-1-A,0,136,530.1,531.46,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 1-2, 18, 31, 56, 58-60, 69, 84-85, 97-98, 110-111, 121, 123.",,,,374,U1522,A,59,R,1,A,
374-U1522A-59R-1-A,46,46,530.56,530.56,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,59,R,1,A,
374-U1522A-59R-2-A,0,151,531.46,532.97,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 12, 34-35, 36, 38, 71-72, 85-86, 143-144, 147-148.",,,,374,U1522,A,59,R,2,A,
374-U1522A-59R-2-A,10,29,531.56,531.75,,,,,interlamination,,,,,,,,,,,,Faint laminations of color changes,,,,374,U1522,A,59,R,2,A,
374-U1522A-59R-3-A,0,82,532.97,533.79,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 22-23, 53, 66-67.",,,,374,U1522,A,59,R,3,A,
374-U1522A-59R-3-A,17,28,533.14,533.25,,,,,interlamination,,,,,,,,,,,,Faint laminations of color changes,,,,374,U1522,A,59,R,3,A,
374-U1522A-59R-4-A,0,84,533.79,534.63,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 1-2, 25-26, 36-37.",,,,374,U1522,A,59,R,4,A,
374-U1522A-59R-5-A,0,150,534.63,536.13,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 5,14, 17, 34, 42, 69-70, 84, 97-98, 129, 140.",,,,374,U1522,A,59,R,5,A,
374-U1522A-59R-5-A,42,42,535.05,535.05,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,59,R,5,A,
374-U1522A-59R-6-A,0,82,536.13,536.95,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,vein network,GLEY 1 4/10GY (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 19, 65, 78, 79",,,,374,U1522,A,59,R,6,A,
374-U1522A-59R-7-A,0,105,536.95,538,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,vein network,GLEY 1 4/10GY (dark greenish gray),,,,,,,,Lonestone,,,"Lonestones at 7,12-13, 18, 22-24, 41, 54-59, 78",,,,374,U1522,A,59,R,7,A,
374-U1522A-60R-1-A,0,148,539.7,541.18,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestone: 9, 18, 27, 36, 41, 56, 59, 77, 85, 95, 100, 127, 132-134, 140 cm, angular to subrounded, <2cm, of various composition",,,,374,U1522,A,60,R,1,A,
374-U1522A-60R-2-A,0,133,541.18,542.51,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,vein network,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Lonestone: 4-5, 28, 32 (granite), 56, 67, 72, 88, 99, 104, 108, 129-131 cm. Faint vein network throughout, angular to subrounded, <2cm, of various composition",,,,374,U1522,A,60,R,2,A,
374-U1522A-60R-3-A,0,148,542.51,543.99,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,vein network,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 9, 29, 41, 53, 62, 65-66, 74-75, 88-92, 98, 108-109, 119, 134 cm. Some very faint vein network throughout",,,,374,U1522,A,60,R,3,A,
374-U1522A-60R-4-A,0,134,543.99,545.33,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Lonestone: 25, 27, 43, 49, 57, 65, 80, 85, 91-92, 106, 108, 119, 131 cm, angular to subrounded, <2cm, various composition.",,,,374,U1522,A,60,R,4,A,
374-U1522A-60R-4-A,114,114,545.13,545.13,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1522,A,60,R,4,A,
374-U1522A-60R-5-A,0,135,545.33,546.68,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,vein network,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Lonestone: 19, 36-41, 84, 98, 100, 103 cm, angular to subrounded, <5cm, various composition. Below 100cm: faint vein network.",,,,374,U1522,A,60,R,5,A,
374-U1522A-60R-5-A,119,119,546.52,546.52,,,,,,,,,,,,,,,undulating or wavy boundary or contact [BJ80],,Color contact,,,,374,U1522,A,60,R,5,A,
374-U1522A-60R-6-A,0,112,546.68,547.8,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,vein network,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Lonestone: 23, 25, 50, 96-100 cm, angular to subrounded, <5cm, various composition including limestone and granite. Some orientation of elongated clasts?",,,,374,U1522,A,60,R,6,A,
374-U1522A-60R-7-A,0,95,547.8,548.75,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,vein network,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,Lonestone: 42 cm,,,,374,U1522,A,60,R,7,A,
374-U1522A-60R-CC-A,0,15,548.75,548.9,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,60,R,CC,A,
374-U1522A-61R-1-A,0,122,549.3,550.52,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 0, 29-32, 36, 44-49, 58, 78, 90-91, 118-122. Clasts include basalt.",,,,374,U1522,A,61,R,1,A,
374-U1522A-61R-CC-A,0,74,550.52,551.26,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,61,R,CC,A,
374-U1522A-62R-1-A,0,122,558.8,560.02,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 4, 6, 8, 13 (basalt), 25, 28, 65-68, 83-84, 102-110.",,,,374,U1522,A,62,R,1,A,
374-U1522A-62R-2-A,0,124,560.02,561.26,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 8-10, 27-29, 52-55, 75, 78, (basalt), 84, 87, 92, 96-98, 99, 109, 114, 121.",,,,374,U1522,A,62,R,2,A,
374-U1522A-62R-3-A,0,88,561.26,562.14,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,cement,carbonate,,lonestone,,,"Lonestones at 3, 6, 9, 11, 18, 28, 32, 40, 43, 45, 52, 61, 66",,,,374,U1522,A,62,R,3,A,
374-U1522A-62R-CC-A,2,22,562.16,562.36,,clast-rich sandy diamict [M89m],,clast-rich sandy diamict,,GLEY 1 4/10Y (dark greenish gray),,,,,cement,carbonate,,lonestone,,,Lonestones angular to subrounded.,,,,374,U1522,A,62,R,CC,A,
374-U1522A-63R-1-A,0,136,568.3,569.66,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,Clast shape subrounded to angular throughout. Lonestones 109.5-111.5 cm,,,,374,U1522,A,63,R,1,A,
374-U1522A-63R-2-A,0,149,569.66,571.15,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,"Clast shape subrounded to angular throughout. Lonestones 7-9, 9-10, 68.5-70.5, 112.5-115, 117.5-120, 136.5-140 cm.",,,,374,U1522,A,63,R,2,A,
374-U1522A-63R-3-A,0,146,571.15,572.61,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,Clast shape subrounded to angular throughout. Lonestones 117.5-118.5 cm,,,,374,U1522,A,63,R,3,A,
374-U1522A-63R-4-A,0,138,572.61,573.99,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,,,"At 50 cm onset of faint laminations, darker (dark gray) - lighter (dark green) color throughout until section 6 where laminations become more wavy. Shell fragments 94-96 cm (cluster), not observed in any direction. Clast shape subrounded to angular throughout.",,,,374,U1522,A,63,R,4,A,
374-U1522A-63R-5-A,0,148,573.99,575.47,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,"Clast shape subrounded to angular throughout. Lonestones 131.5-132.5 (basalt), 67.5-68.5, 70.5-71.5 cm.",,,,374,U1522,A,63,R,5,A,
374-U1522A-63R-6-A,0,94,575.47,576.41,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,Clast shape subrounded to angular throughout. Lonestone: 50 (basalt),,,,374,U1522,A,63,R,6,A,
374-U1522A-63R-CC-A,0,63,576.41,577.04,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,interlamination,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,Clast shape subrounded to angular throughout. Lonestone 15-17 cm (basalt),,,,374,U1522,A,63,R,CC,A,
