Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418D-14H-6-A,0.0,89.0,122.8,123.69,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud interbedded with discontinuous thin (0.5 cm) silt laminae (9); heavy drilling disturbance @ 64-85 cm: liner not completely filled (suck in?),,,,,,341,U1418,D,14,H,6,A
341-U1418D-14H-CC-A,0.0,7.0,123.69,123.76,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,14,H,CC,A
341-U1418D-14H-CC-A,7.0,12.0,123.76,123.81,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,14,H,CC,A
341-U1418D-15H-1-A,0.0,120.0,122.8,124.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (< 1 cm)
- few and small black mottles

silt laminae:
- continuous and discontinuous
- thickness: <1 cm
- number: ~25
- spacing: ~7 mm - ~40 cm
- sharp lower boundaries",,,,,,341,U1418,D,15,H,1,A
341-U1418D-15H-1-A,120.0,145.0,124.0,124.25,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],3,,,,,,,,,,- more black mottles than in interbedded silt and sand,,,,,,341,U1418,D,15,H,1,A
341-U1418D-15H-1-A,145.0,150.0,124.25,124.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,341,U1418,D,15,H,1,A
341-U1418D-15H-2-A,0.0,117.5,124.3,125.475,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (< 1 cm)
- few and small black mottles

silt laminae/bed:
- continuous and discontinuous
- thickness: <1.2 cm; mostly ~5 mm
- number: ~25
- spacing: ~5 mm - >10 cm
- sharp lower boundaries
- massive",,,,,,341,U1418,D,15,H,2,A
341-U1418D-15H-2-A,117.5,121.5,125.475,125.515,,silt [Leg210],,silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,- massive,sharp contact,erosive,,,,341,U1418,D,15,H,2,A
341-U1418D-15H-2-A,121.5,150.0,125.515,125.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- see comments for 0-117.5 cm
- ~6 laminae",,,,,,341,U1418,D,15,H,2,A
341-U1418D-15H-3-A,0.0,150.0,125.8,127.3,,interbedded silt(stone) and mud(stone) [McKW53],with sand [Leg339],interbedded silt(stone) and mud(stone)  with sand ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (< 1 cm)
- few and small black mottles

7-8 cm: sand lamina; medium to fine; graded; ~8 mm thick; erosive lower boundary; graded

silt laminae/bed:
- continuous and discontinuous
- thickness: <1.3 cm (bed); <7 mm (laminae)
- number: ~20
- spacing: ~5 mm - ~27 cm
- sharp lower boundaries
- massive",,,,,,341,U1418,D,15,H,3,A
341-U1418D-15H-4-A,0.0,39.5,127.3,127.695,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) silt laminae (25),,,,,,341,U1418,D,15,H,4,A
341-U1418D-15H-4-A,39.5,41.0,127.695,127.71,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,fine sand,sharp contact,erosive,,,,341,U1418,D,15,H,4,A
341-U1418D-15H-4-A,41.0,150.0,127.71,128.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) silt laminae,,,,,,341,U1418,D,15,H,4,A
341-U1418D-15H-5-A,0.0,150.0,128.8,130.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,,,,,,clayey mud interbedded with thin (0.5-1 cm) silt laminae (25),,,,,,341,U1418,D,15,H,5,A
341-U1418D-15H-6-A,0.0,110.0,130.3,131.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,clayey mud interbedded with thin (0.3-1 cm) silt laminae (22),,,,,,341,U1418,D,15,H,6,A
341-U1418D-15H-7-A,0.0,54.0,131.4,131.94,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud interbedded with thin (0.3-1 cm) silt laminae (22); few black mottles,,,,,,341,U1418,D,15,H,7,A
341-U1418D-15H-CC-A,0.0,14.0,131.94,132.08,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,2 discontinuous patches/laminae of silt,,,,,,341,U1418,D,15,H,CC,A
341-U1418D-15H-CC-A,14.0,19.0,132.08,132.13,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,15,H,CC,A
341-U1418D-16H-1-A,0.0,150.0,132.3,133.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (< 1 cm)
- few black mottles
- occasional black laminae
- ~91.5-94: pebble of metasediment with quartz veins(?)
- intervals with nannofossils (based on smear slide from 130)

silt laminae:
- continuous and discontinuous
- thickness: < 5 mm
- number: ~23
- spacing: ~5 mm - ~35 cm
- sharp (erosive) lower boundaries",,,,,,341,U1418,D,16,H,1,A
341-U1418D-16H-2-A,0.0,150.0,133.8,135.3,,interbedded silt(stone) and mud(stone) [McKW53],with sand [Leg339],interbedded silt(stone) and mud(stone)  with sand ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (< 1 cm)
- few black mottles
- about 10 black laminae


silt laminae:
- continuous and discontinuous
- thickness: < 5 mm
- number: ~25
- spacing: ~5 mm - ~11 cm
- sharp (erosive) lower boundaries
- massive

sand laminae:
- very fine
- ~5 mm thick
- 2 pcs.
- erosive lower boundaries
- graded and massive",,,,,,341,U1418,D,16,H,2,A
341-U1418D-16H-3-A,0.0,38.0,135.3,135.68,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- colour banding to more greenish & greyish
- scattered silt/sand patches (< 0.5 cm)
- few black mottles
- one black lamina


silt laminae (characteristics apply for entire section, apart from number that varies between various intervals within the sections):
- continuous and discontinuous
- thickness: < 5 mm
- number: ~8
- spacing: ~3 mm - ~22 cm
- sharp lower boundaries
- massive",,,,,,341,U1418,D,16,H,3,A
341-U1418D-16H-3-A,38.0,72.0,135.68,136.02,,diatom ooze [Leg339],with volcanic ash [Leg339],diatom ooze  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,- 2 silt laminae (< 2 mm thick),,,,,,341,U1418,D,16,H,3,A
341-U1418D-16H-3-A,72.0,144.0,136.02,136.74,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- see 0-38 cm for details
- ~15 laminae
",sharp contact,,,,,341,U1418,D,16,H,3,A
341-U1418D-16H-3-A,144.0,147.0,136.74,136.77,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"- medium to fine sand
- erosive lower boundary
- graded",sharp contact,erosive,,,,341,U1418,D,16,H,3,A
341-U1418D-16H-3-A,147.0,150.0,136.77,136.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- see 0-38 cm for details
- one lamina",,,,,,341,U1418,D,16,H,3,A
341-U1418D-16H-4-A,0.0,150.0,136.8,138.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],8,,,,,,,,,,clayey mud with interbedded thin (0.5 - 1 cm) silt laminae (34 in total); few black mottles; color variations (N4 to 10Y 4/1); lonestones include a carbonate rock (1 cm diameter),,,,,,341,U1418,D,16,H,4,A
341-U1418D-16H-5-A,0.0,64.0,138.3,138.94,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud with interbedded thin (0.5 - 1 cm) silt laminae (27 in total); few black mottles; color variations (N4 to 10Y 4/1),,,,,,341,U1418,D,16,H,5,A
341-U1418D-16H-5-A,64.0,67.0,138.94,138.97,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"fine sand, poorly sorted",sharp contact,erosive,,,,341,U1418,D,16,H,5,A
341-U1418D-16H-5-A,67.0,109.0,138.97,139.39,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,clayey mud with interbedded thin (0.5 - 1 cm) silt laminae; few black mottles; color variations (N4 to 10Y 4/1),,,,,,341,U1418,D,16,H,5,A
341-U1418D-16H-5-A,109.0,112.0,139.39,139.42,,silt [Leg210],,silt ,,,,5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,fine silt bed; slightly bioturbated top,sharp contact,erosive,,,,341,U1418,D,16,H,5,A
341-U1418D-16H-5-A,112.0,150.0,139.42,139.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud with interbedded thin (0.5 - 1 cm) silt laminae; few black mottles; color variations (N4 to 10Y 4/1),,,,,,341,U1418,D,16,H,5,A
341-U1418D-16H-6-A,0.0,120.0,139.8,141.0,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,clayey mud with few (14) silty patches and laminae - very discontinuous; 0.2-0.5 cm thick; metasediment (1.5 cm) subrounded; few black mottles,,,,,,341,U1418,D,16,H,6,A
341-U1418D-16H-7-A,0.0,28.5,141.0,141.285,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud with few (6) silty patches and laminae - very discontinuous; 0.3 cm thick; few black mottles,,,,,,341,U1418,D,16,H,7,A
341-U1418D-16H-7-A,28.5,30.0,141.285,141.3,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,fine sand,sharp contact,erosive,,,,341,U1418,D,16,H,7,A
341-U1418D-16H-7-A,30.0,65.0,141.3,141.65,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,clayey mud with few silty patches and laminae - very discontinuous; 0.3 cm thick; few black mottles,,,,,,341,U1418,D,16,H,7,A
341-U1418D-16H-CC-A,0.0,27.0,141.65,141.92,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"clayey mud with 2 silty patches/laminae - very discontinuous, though sharp boundaries",,,,,,341,U1418,D,16,H,CC,A
341-U1418D-17H-1-A,0.0,104.0,141.8,142.84,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"greenish gray color bands (2mm to 2cm thick);
sparse black mottling;
silt laminae @ 11, 36, 74cm + patches;
84-86cm: N 3 sand patches",gradational contact,,,,,341,U1418,D,17,H,1,A
341-U1418D-17H-1-A,104.0,115.0,142.84,142.95,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"greenish gray color bands (2mm to 2cm thick);
sparse black mottling",,,,,,341,U1418,D,17,H,1,A
341-U1418D-17H-2-A,0.0,41.0,142.95,143.36,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,"sparse black mottling;
silt patches @ 6cm;
clasts mostly granules",gradational contact,,,,,341,U1418,D,17,H,2,A
341-U1418D-17H-2-A,41.0,128.0,143.36,144.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"silt patches @ 44, 69, 110cm;
sparse black mottling",gradational contact,,,,,341,U1418,D,17,H,2,A
341-U1418D-17H-2-A,128.0,150.0,144.23,144.45,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],,,,,,,,,,,sparse black mottling,,,,,,341,U1418,D,17,H,2,A
341-U1418D-17H-3-A,0.0,46.0,144.45,144.91,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,D,17,H,3,A
341-U1418D-17H-3-A,46.0,115.0,144.91,145.6,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],1,,,,,pebble [W22_2],subrounded,,,,"67-87cm: silts patches, 5Y 3/1, 2-3mm diameter;
109-114: 5cm metasiltstone",,,,,,341,U1418,D,17,H,3,A
341-U1418D-17H-3-A,115.0,116.5,145.6,145.615,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,17,H,3,A
341-U1418D-17H-3-A,116.5,128.0,145.615,145.73,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,17,H,3,A
341-U1418D-17H-3-A,128.0,150.0,145.73,145.95,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],6,,,,,,,,,,,,,,,,341,U1418,D,17,H,3,A
341-U1418D-17H-4-A,0.0,23.0,145.95,146.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,17,H,4,A
341-U1418D-17H-4-A,23.0,118.0,146.18,147.13,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: ~14 thin laminae to laminae, average mud beds 5cm (up to 15cm)",,,,,,341,U1418,D,17,H,4,A
341-U1418D-17H-4-A,118.0,150.0,147.13,147.45,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,17,H,4,A
341-U1418D-17H-5-A,0.0,94.0,147.45,148.39,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,2 black siltstone pebbles in WH at 22 and 50 cm; 7 silt laminae; ,,,,,,341,U1418,D,17,H,5,A
341-U1418D-17H-5-A,94.0,150.0,148.39,148.95,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"17 silt laminae, mud 10 cm or less",,,,,,341,U1418,D,17,H,5,A
341-U1418D-17H-6-A,0.0,98.0,148.95,149.93,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,9 silt laminae,,,,,,341,U1418,D,17,H,6,A
341-U1418D-17H-6-A,98.0,101.0,149.93,149.96,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,,sharp contact,erosive,,,,341,U1418,D,17,H,6,A
341-U1418D-17H-6-A,101.0,140.0,149.96,150.35,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,341,U1418,D,17,H,6,A
341-U1418D-17H-7-A,0.0,32.0,150.35,150.67,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subangular,,,,,,"siltstone pebble 1.5 cm at 16 cm, subangular,",,,,,,341,U1418,D,17,H,7,A
341-U1418D-17H-7-A,32.0,67.0,150.67,151.02,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,17,H,7,A
341-U1418D-17H-CC-A,0.0,11.0,151.02,151.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,17,H,CC,A
341-U1418D-17H-CC-A,11.0,16.0,151.13,151.18,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,17,H,CC,A
341-U1418D-18H-1-A,0.0,150.0,151.3,152.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"black mottling;
31: silt patch;
some granules",gradational contact,,,,,341,U1418,D,18,H,1,A
341-U1418D-18H-2-A,0.0,18.0,152.8,152.98,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,pebble [W22_2],subangular,,,,,,,,,,341,U1418,D,18,H,2,A
341-U1418D-18H-2-A,18.0,99.0,152.98,153.79,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],4,,,,,,,,,,18-70cm: black mottling,gradational contact,,,,,341,U1418,D,18,H,2,A
341-U1418D-18H-2-A,99.0,150.0,153.79,154.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,18,H,2,A
341-U1418D-18H-3-A,0.0,41.0,154.3,154.71,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,18,H,3,A
341-U1418D-18H-3-A,41.0,42.0,154.71,154.72,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,18,H,3,A
341-U1418D-18H-3-A,42.0,141.0,154.72,155.71,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"~20 silt laminae, muds <1 to 10cm thick",gradational contact,,,,,341,U1418,D,18,H,3,A
341-U1418D-18H-3-A,141.0,150.0,155.71,155.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,black mottling,,,,,,341,U1418,D,18,H,3,A
341-U1418D-18H-4-A,0.0,120.5,155.8,157.005,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,sparse black mottling,gradational contact,,,,,341,U1418,D,18,H,4,A
341-U1418D-18H-4-A,120.5,122.0,157.005,157.02,,silt [Leg210],,silt ,,,normal grading,5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,18,H,4,A
341-U1418D-18H-4-A,122.0,134.0,157.02,157.14,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,gradational contact,,,,,341,U1418,D,18,H,4,A
341-U1418D-18H-4-A,134.0,138.0,157.14,157.18,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,18,H,4,A
341-U1418D-18H-4-A,138.0,150.0,157.18,157.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,18,H,4,A
341-U1418D-18H-5-A,0.0,59.0,157.3,157.89,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated N 4 with 10Y 4/1,,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-5-A,59.0,73.0,157.89,158.03,diatom bearing,mud [Leg210],with silt [Leg339],diatom bearing mud  with silt ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"1 silt lamina at 68.5 cm; mottled green/grey (10Y 4/1, N 4), bioturbation;",,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-5-A,73.0,94.0,158.03,158.24,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated N 4 with 10Y 4/1,,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-5-A,94.0,115.0,158.24,158.45,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"strongly mottled green/black (10Y 4/1, N 2.5 (FeO)), bioturbation;",,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-5-A,115.0,118.0,158.45,158.48,,silt [Leg210],with mud [Leg339],silt  with mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-5-A,118.0,141.0,158.48,158.71,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"strongly mottled green/black (10Y 4/1, N 2.5 (FeO)), bioturbation;",,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-5-A,141.0,144.0,158.71,158.74,,silt [Leg210],with mud [Leg339],silt  with mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-5-A,144.0,150.0,158.74,158.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"strongly mottled green/black (10Y 4/1, N 2.5 (FeO)), bioturbation;",,,,,,341,U1418,D,18,H,5,A
341-U1418D-18H-6-A,0.0,12.0,158.8,158.92,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"strongly mottled green/black (10Y 4/1, N 2.5 (FeO)), bioturbation;",,,,,,341,U1418,D,18,H,6,A
341-U1418D-18H-6-A,12.0,17.0,158.92,158.97,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,18,H,6,A
341-U1418D-18H-6-A,17.0,150.0,158.97,160.3,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"strongly mottled green/black (10Y 4/1, N 2.5 (FeO)), bioturbation;",,,,,,341,U1418,D,18,H,6,A
341-U1418D-18H-7-A,0.0,54.0,160.3,160.84,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"strongly mottled green/black (10Y 4/1, N 2.5 (FeO)), bioturbation;",,,,,,341,U1418,D,18,H,7,A
341-U1418D-18H-CC-A,0.0,17.0,160.84,161.01,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,"strongly mottled green/black (10Y 4/1, N 2.5 (FeO)), bioturbation;",,,,,,341,U1418,D,18,H,CC,A
341-U1418D-18H-CC-A,17.0,22.0,161.01,161.06,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,18,H,CC,A
341-U1418D-19H-1-A,0.0,56.0,160.8,161.36,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,19,H,1,A
341-U1418D-19H-1-A,56.0,97.0,161.36,161.77,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"~15 silt laminae (some N 5), with mud 1-5cm thick",gradational contact,,,,,341,U1418,D,19,H,1,A
341-U1418D-19H-1-A,97.0,150.0,161.77,162.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"silt patches @ 116, 130cm",,,,,,341,U1418,D,19,H,1,A
341-U1418D-19H-2-A,0.0,20.0,162.3,162.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,"7 thin silt laminae, with mud 2mm to 3cm thick",,,,,,341,U1418,D,19,H,2,A
341-U1418D-19H-2-A,20.0,62.0,162.5,162.92,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,19,H,2,A
341-U1418D-19H-2-A,62.0,90.0,162.92,163.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"9 thin silt laminae (some N 5), with mud 1 to 5cm thick",,,,,,341,U1418,D,19,H,2,A
341-U1418D-19H-2-A,90.0,108.0,163.2,163.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,19,H,2,A
341-U1418D-19H-2-A,108.0,150.0,163.38,163.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"12 silt laminae (some N4, N 5), with 1-10cm thick mud",,,,,,341,U1418,D,19,H,2,A
