Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1507A-27X-CC-A,0,14,249.44,249.58,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-1-A,0,23,253,253.23,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,5G 5/1 (greenish gray),,,,,,,,,,heavy [DB91],4,,bioturbated boundary or contact,,sharp to gradational,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-28X-1-A,23,48,253.23,253.48,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-1-A,48,55,253.48,253.55,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,medium bed [B01],fine sand [W22_2],4,,,slight [B06],2,,sharp inclined boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-28X-1-A,55,71,253.55,253.71,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,5G 5/1 (greenish gray),,,,,,,,,,heavy [DB91],4,"at ~56cm, sharp contact of Greenish event with flame structure",sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-28X-1-A,71,81,253.71,253.81,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-1-A,81,93,253.81,253.93,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,Planar lamination supposed at the top of the event,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-28X-1-A,93,127,253.93,254.27,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,slight [B06],2,"Greenish gray layer at 97, 103, and 109cm",sharp boundary or contact,,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-1-A,127,132,254.27,254.32,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,thin bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-28X-1-A,132,136,254.32,254.36,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-1-A,136,141,254.36,254.41,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,thin bed [B01],medium sand [W22_2],5,,,absent,0,Planar lamination supposed at the top of the event,sharp boundary or contact,,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-28X-1-A,141,150,254.41,254.5,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-2-A,0,86,254.5,255.36,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,Thin foram sand at 9cm with flame structure and sharp bottom contact,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-2-A,86,96,255.36,255.46,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,5G 5/1 (greenish gray),,,,,,,,,,heavy [DB91],4,,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-28X-2-A,96,150,255.46,256,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,slight [B06],2,Thin foram sand at 143cm with a sharp bottom contact.,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-3-A,0,70,256,256.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,slight [B06],2,,sharp boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-3-A,70,77,256.7,256.77,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,,fine sand [W22_2],4,,,absent,0,Planar lamination supposed at the top of the event,,,,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-28X-3-A,77,84,256.77,256.84,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,normal grading,,thick bed [B01],medium sand [W22_2],5,,,absent,0,Planar lamination supposed at the top of the event,sharp boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-28X-3-A,84,138,256.84,257.38,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,Thin foram sand at 137cm with a sharp bottom contact.,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-3-A,138,150,257.38,257.5,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,5G 5/1 (greenish gray),,,,,,,,,,heavy [DB91],4,,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-28X-4-A,0,18,257.5,257.68,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,gradational boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-4-A,18,25,257.68,257.75,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,5G 5/1 (greenish gray),,,,,,,,,,heavy [DB91],4,,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-28X-4-A,25,28,257.75,257.78,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,thin bed [B01],medium sand [W22_2],5,,,absent,0,Planar lamination supposed at the top of the event,sharp boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-28X-4-A,28,78,257.78,258.28,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-28X-CC-A,0,11,258.28,258.39,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),color banding,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-29X-1-A,0,35,262.6,262.95,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,cm-scale clast at the top of the core,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-29X-1-A,35,40,262.95,263,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,parallel lamination,normal grading,,thin bed [B01],medium sand [W22_2],5,,,absent,0,Planar lamination supposed at the top of the event,sharp boundary or contact,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-29X-1-A,40,53,263,263.13,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-29X-1-A,53,59,263.13,263.19,,,,,,foraminiferal ooze [Leg339],with nannofossils [2014],foraminiferal ooze with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,,medium sand [W22_2],5,,,absent,0,,contact not recovered,irregular,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with nannofossils,,,
371-U1507A-29X-1-A,59,79,263.19,263.39,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-29X-CC-A,0,22,263.39,263.61,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,slight [B06],2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-1-A,0,22,272.2,272.42,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,Hight deformation and thin bed of Foraminiferal ooze at the base,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-1-A,22,57,272.42,272.77,,,,,,foraminiferal chalk [Leg339],with volcanic clasts,foraminiferal chalk with volcanic clasts,,,N 8 (white),,,,,,pebble [W22_3],9,,,absent,0,Presence of black pebble clast non-rounded to rounded. Sperical grains in black pebble,sharp boundary or contact,,sharp,,,,,,,foraminiferal chalk,foraminiferal chalk with volcanic clasts,,,
371-U1507A-30X-1-A,57,76,272.77,272.96,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N8 (very light gray),,parallel lamination,,,thin lamina [B01],,,,,,,thin 5G 5/1 (greenish gray) lamination,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-1-A,76,81,272.96,273.01,,,,,,foraminiferal chalk [Leg339],with volcanic clasts,foraminiferal chalk with volcanic clasts,,,N8 (very light gray),,parallel lamination,,load cast [BJ84],thin lamina [B01],granule [W22_2],8,,,,,Presence of black pebble clast non-rounded to rounded. Sperical grains in black pebble,scoured/erosional boundary or contact,,sharp,,,,,,,foraminiferal chalk,foraminiferal chalk with volcanic clasts,,,
371-U1507A-30X-1-A,81,93,273.01,273.13,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N8 (very light gray),,parallel lamination,,,thin lamina [B01],,,,,,,"""thin 5G 5/1 (greenish gray) lamination",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-1-A,93,96,273.13,273.16,,,,,,foraminiferal chalk [Leg339],with volcanic clasts,foraminiferal chalk with volcanic clasts,,,N8 (very light gray),,parallel lamination,,load cast [BJ84],thin lamina [B01],granule [W22_2],8,,,,,Presence of black pebble clast non-rounded to rounded. Sperical grains in black pebble,scoured/erosional boundary or contact,,sharp,,,,,,,foraminiferal chalk,foraminiferal chalk with volcanic clasts,,,
371-U1507A-30X-1-A,96,150,273.16,273.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N8 (very light gray),,parallel lamination,,,thin lamina [B01],,,,,,,"thin 5G 5/1 (greenish gray) lamination""",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-2-A,0,38,273.7,274.08,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N8 (very light gray),,parallel lamination,,,thin lamina [B01],,,,,,,"thin 5G 5/1 (greenish gray) lamination""",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-2-A,38,150,274.08,275.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,slump structures at 64cm with black granules inside laminations and load cast. Greenish gray and GLEY 2 7/10B (light bluish gray) layer,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-3-A,0,17,275.2,275.37,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,Greenish gray and GLEY 2 7/10B (light bluish gray) layer,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-3-A,17,23,275.37,275.43,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),tilted bedding,non-parallel stratification,,,thin lamina [B01],,,,,,,change dipping of lamination,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-3-A,23,97,275.43,276.17,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,Greenish gray and GLEY 2 7/10B (light bluish gray) layer,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-3-A,97,102,276.17,276.22,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,thin bed [B01],medium sand [W22_2],5,,,absent,0,,contact not recovered,irregular,sharp,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,
371-U1507A-30X-3-A,102,150,276.22,276.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,Greenish gray and GLEY 2 7/10B (light bluish gray) layer,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-4-A,0,70,276.7,277.4,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,"Greenish gray and GLEY 2 7/10B (light bluish gray) layer. At ~32cm, dark green layer",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-4-A,70,78,277.4,277.48,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 2 5/10B (bluish gray),,,,,,,,,,heavy [DB91],4,,inclined boundary or contact,,sharp,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-30X-4-A,78,135,277.48,278.05,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,"Greenish gray and GLEY 2 7/10B (light bluish gray) layer. At ~32cm, dark green layer with glauconite",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-5-A,0,61,278.2,278.81,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,thin lamina [B01],,,,,,,"Greenish gray and GLEY 2 7/10B (light bluish gray) layer. At ~32cm, dark green layer with glauconite",,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-5-A,61,78,278.81,278.98,,,,,clayey,foraminiferal chalk [Leg339],with nannofossils [2014],clayey foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,medium bed [B01],fine sand [W22_2],4,,,absent,0,slump surface,sharp boundary or contact,irregular,sharp,,,,,,,clayey foraminiferal chalk,foraminiferal chalk with nannofossils,,,
371-U1507A-30X-5-A,78,128,278.98,279.48,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,Clasts of pyritized blebs and black volcanic (?) clasts in the top 18 cm that may be fall-in. Convoloid deformed bedding at 27 to 40cm. pyritized bleb at 57cxm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-30X-CC-A,0,10,279.48,279.58,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-31X-1-A,0,150,281.8,283.3,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-31X-2-A,0,72,283.3,284.02,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,,,,,,,,Greenish gray layer at 12 cm,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-31X-2-A,72,80,284.02,284.1,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,medium bed [B01],fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,
371-U1507A-31X-CC-A,0,3,284.1,284.13,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,very thin bed [B01],fine sand [W22_2],4,,,,,,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,
371-U1507A-31X-CC-A,3,22,284.13,284.32,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8 (white),,parallel lamination,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1507A-31X-CC-A,22,23,284.32,284.33,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 2 2.5/5B (bluish black),massive [BJ84],,,,,very coarse sand [W22_2],7,,,,,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,
371-U1507A-31X-CC-A,26,34,284.36,284.44,,,,,,tuff [Leg339],with foraminifers [2014],tuff with foraminifers,,,GLEY 2 2.5/5B (bluish black),massive [BJ84],,,,,very coarse sand [W22_2],7,,,,,,,,,,,,,,,tuff,tuff with foraminifers,,,
371-U1507A-32X-1-A,0,94,291.4,292.34,,,,,,volcanic breccia,with foraminifers [2014],volcanic breccia with foraminifers,,,GLEY 1 3/10Y (very dark greenish gray),bed,,normal grading,,very thick bed [B01],very coarse sand [W22_2],7,,,absent,0,"A very thick-bedded, matrix to clast-supported volcanic breccia. Pumice and scoria dominate the clast content. Common ripped-up clasts of nannofossil ooze and large planktic forams. Possibly several normally graded intervals.",,,,,,,,,,volcanic breccia,volcanic breccia with foraminifers,,,
371-U1507A-32X-1-A,94,112,292.34,292.52,,,,,,tuffaceous breccia,with foraminifers [2014],tuffaceous breccia with foraminifers,,,GLEY 1 3/10Y (very dark greenish gray),bed,inter-stratification,normal grading,,very thick bed [B01],pebble [W22_3],9,,,absent,0,"A very thick-bedded, matrix to clast-supported volcanic breccia. Pumice and scoria dominate the clast content. Common ripped-up clasts of nannofossil ooze and large planktic forams. Possibly several normally graded intervals.",sharp boundary or contact,planar,,,,,,,,tuffaceous breccia,tuffaceous breccia with foraminifers,,,
371-U1507A-32X-1-A,112,148,292.52,292.88,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-1-A,148,150,292.88,292.9,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 2 5/10B (bluish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-32X-2-A,0,4,292.9,292.94,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 2 5/10B (bluish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-32X-2-A,4,14,292.94,293.04,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-2-A,14,22,293.04,293.12,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,,,medium bed [B01],fine sand [W22_2],4,,,absent,0,slump surface,sharp boundary or contact,irregular,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,
371-U1507A-32X-2-A,22,30,293.12,293.2,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-2-A,30,32,293.2,293.22,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 1 3/10Y (very dark greenish gray),bed,,,,thin bed [B01],very coarse sand [W22_2],7,,,,,"A thin bed of volcanic pebbly sand, surrounded by biscuited chalk",,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,
371-U1507A-32X-2-A,32,48,293.22,293.38,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,,,The color brightens as we go down the section,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-2-A,48,61,293.38,293.51,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 1 6/10GY (greenish gray),bed,,,,medium bed [B01],very coarse sand [W22_2],7,,,,,"Severely deformed volcanic sandstone surrounded by greenish nanno chalk, possibly representing rip-up clasts.",uncertain boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,
371-U1507A-32X-2-A,61,86,293.51,293.76,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,,,Possible ripples in the lower interval of this nannofossil chalk interval,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-2-A,86,96,293.76,293.86,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 1 6/10GY (greenish gray),bed,,normal grading,,medium bed [B01],very coarse sand [W22_2],7,,,,,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,
371-U1507A-32X-2-A,96,125,293.86,294.15,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-2-A,125,140,294.15,294.3,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,normal grading,,medium bed [B01],fine sand [W22_2],4,,,absent,0,,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,
371-U1507A-32X-2-A,140,144,294.3,294.34,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 1 6/10GY (greenish gray),bed,,normal grading,,medium bed [B01],fine sand [W22_2],4,,,,,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,
371-U1507A-32X-3-A,0,7,294.34,294.41,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 1 6/10GY (greenish gray),bed,,normal grading,,medium bed [B01],very coarse sand [W22_2],7,,,,,Flamed bed base and a rounded nanno chalk rip-up clast,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,
371-U1507A-32X-3-A,7,12,294.41,294.46,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-3-A,12,22,294.46,294.56,,,,,,tuffaceous sandstone,with foraminifers [2014],tuffaceous sandstone with foraminifers,,,GLEY 1 6/10GY (greenish gray),bed,,normal grading,,medium bed [B01],very coarse sand [W22_2],7,,,,,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with foraminifers,,,
371-U1507A-32X-3-A,22,61,294.56,294.95,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-3-A,61,71,294.95,295.05,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 2 5/10B (bluish gray),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,
371-U1507A-32X-3-A,71,91,295.05,295.25,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-4-A,0,20,295.39,295.59,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-4-A,20,30,295.59,295.69,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 2 5/10B (bluish gray),,,,,,,,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-32X-4-A,30,61.5,295.69,296.005,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,moderate [B06],3,Interval interrupted by an isolate 1cm-thick very thin foram ooze bed.,sharp boundary or contact,irregular,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-32X-4-A,61.5,65.5,296.005,296.045,,,,,,foraminiferal chalk [Leg339],with nannofossils [2014],foraminiferal chalk with nannofossils,,,GLEY 1 8/N (white gray),bed,,normal grading,,thin bed [B01],fine sand [W22_2],4,,,absent,0,,,,,,,,,,,foraminiferal chalk,foraminiferal chalk with nannofossils,,,
371-U1507A-32X-4-A,65.5,78,296.045,296.17,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-33X-1-A,0,4,301.1,301.14,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
371-U1507A-33X-1-A,4,40.5,301.14,301.505,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 6/10GY (greenish gray),,parallel lamination,,,,,,,,slight [B06],2,chondrites burrows in upper section,sharp boundary or contact,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,
371-U1507A-33X-1-A,40.5,66,301.505,301.76,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,,,N 8 (white),,,,,,,,,,sparse [B06],1,,bioturbated boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk,,,
