Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample
361,U1474,B,12,12-7,H,7,A,4.0,27.0,108.84,109.07,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,planar,gradational,horizontal,very thin bed [B01],,normally graded,,,,,mineral,pyrite,,,,,,,361-U1474B-12H-7-A
361,U1474,B,12,12-7,H,7,A,27.0,67.0,109.07,109.47,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,sharp,sub-horizontal,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-12H-7-A
361,U1474,B,12,12-CC,H,CC,A,0.0,30.0,109.47,109.77,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-12H-CC-A
361,U1474,B,12,12-CC,H,CC,A,30.0,33.0,109.77,109.8,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,planar,sharp,horizontal,,,,,,,,,,,,,,,,361-U1474B-12H-CC-A
361,U1474,B,12,12-CC,H,CC,A,33.0,40.0,109.8,109.87,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,burrows,slight,1.0,,mineral,pyrite,,,,,,,361-U1474B-12H-CC-A
361,U1474,B,13,13-1,H,1,A,0.0,145.0,109.3,110.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-1-A
361,U1474,B,13,13-2,H,2,A,0.0,145.0,110.8,112.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-2-A
361,U1474,B,13,13-3,H,3,A,0.0,145.0,112.3,113.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-3-A
361,U1474,B,13,13-4,H,4,A,0.0,145.0,113.8,115.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-4-A
361,U1474,B,13,13-5,H,5,A,0.0,145.0,115.3,116.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,"diagenetic stratification, pyritized burrow",,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-5-A
361,U1474,B,13,13-6,H,6,A,0.0,99.0,116.8,117.79,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-6-A
361,U1474,B,13,13-6,H,6,A,99.0,104.0,117.79,117.84,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,irregular,gradational,sub-horizontal,,,,,,,,mineral,pyrite,,,,,,,361-U1474B-13H-6-A
361,U1474,B,13,13-6,H,6,A,104.0,115.0,117.84,117.95,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,sharp,sub-horizontal,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-13H-6-A
361,U1474,B,13,13-7,H,7,A,0.0,61.0,118.0,118.61,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-7-A
361,U1474,B,13,13-CC,H,CC,A,0.0,27.0,118.61,118.88,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-13H-CC-A
361,U1474,B,14,14-1,H,1,A,0.0,145.0,118.8,120.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-14H-1-A
361,U1474,B,14,14-2,H,2,A,0.0,145.0,120.3,121.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-14H-2-A
361,U1474,B,14,14-3,H,3,A,0.0,145.0,121.8,123.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-14H-3-A
361,U1474,B,14,14-4,H,4,A,0.0,145.0,123.3,124.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-14H-4-A
361,U1474,B,14,14-5,H,5,A,0.0,145.0,124.8,126.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-14H-5-A
361,U1474,B,14,14-6,H,6,A,0.0,69.0,126.3,126.99,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-14H-6-A
361,U1474,B,14,14-6,H,6,A,69.0,79.0,126.99,127.09,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,planar,gradational,horizontal,very thin bed [B01],,normally graded,,,,,,,,,,,,,361-U1474B-14H-6-A
361,U1474,B,14,14-6,H,6,A,79.0,145.0,127.09,127.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,sharp,sub-horizontal,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-14H-6-A
361,U1474,B,14,14-7,H,7,A,0.0,59.0,127.8,128.39,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-14H-7-A
361,U1474,B,14,14-CC,H,CC,A,0.0,42.0,128.39,128.81,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-14H-CC-A
361,U1474,B,15,15-1,H,1,A,0.0,145.0,128.3,129.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-1-A
361,U1474,B,15,15-2,H,2,A,0.0,145.0,129.8,131.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-2-A
361,U1474,B,15,15-3,H,3,A,0.0,140.0,131.3,132.7,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-3-A
361,U1474,B,15,15-3,H,3,A,140.0,145.0,132.7,132.75,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10GY (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,planar,gradational,horizontal,,,,,,,,,,,,,,,,361-U1474B-15H-3-A
361,U1474,B,15,15-4,H,4,A,0.0,22.0,132.8,133.02,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10GY (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,,,,,,,,,,,,,,,,,,,361-U1474B-15H-4-A
361,U1474,B,15,15-4,H,4,A,22.0,145.0,133.02,134.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,planar,sharp,horizontal,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-4-A
361,U1474,B,15,15-5,H,5,A,0.0,145.0,134.3,135.75,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-5-A
361,U1474,B,15,15-6,H,6,A,0.0,145.0,135.8,137.25,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-6-A
361,U1474,B,15,15-7,H,7,A,0.0,7.5,137.3,137.375,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-7-A
361,U1474,B,15,15-7,H,7,A,7.5,12.0,137.375,137.42,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,planar,gradational,sub-horizontal,,,,,,,,,,,,,,,,361-U1474B-15H-7-A
361,U1474,B,15,15-7,H,7,A,12.0,57.0,137.42,137.87,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,irregular,sharp,sub-horizontal,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-7-A
361,U1474,B,15,15-CC,H,CC,A,0.0,24.0,137.87,138.11,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-15H-CC-A
361,U1474,B,16,16-1,H,1,A,0.0,140.0,137.8,139.2,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-16H-1-A
361,U1474,B,16,16-2,H,2,A,0.0,140.0,139.3,140.7,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-16H-2-A
361,U1474,B,16,16-3,H,3,A,0.0,140.0,140.8,142.2,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-16H-3-A
361,U1474,B,16,16-4,H,4,A,0.0,32.0,142.3,142.62,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-16H-4-A
361,U1474,B,16,16-4,H,4,A,32.0,94.0,142.62,143.24,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,irregular,gradational,inclined,very thin bed [B01],,,,,,,,,,,,,,,361-U1474B-16H-4-A
361,U1474,B,16,16-5,H,5,A,0.0,112.0,143.34,144.46,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,greenish gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-16H-5-A
361,U1474,B,16,16-5,H,5,A,112.0,120.0,144.46,144.54,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,,4.0,,,,,,,,,,,,,,,,,,,,361-U1474B-16H-5-A
361,U1474,B,16,16-5,H,5,A,120.0,140.0,144.54,144.74,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,greenish gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-16H-5-A
361,U1474,B,16,16-6,H,6,A,0.0,42.0,144.84,145.26,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1474B-16H-6-A
361,U1474,B,16,16-6,H,6,A,42.0,50.0,145.26,145.34,1.0,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/N (dark gray),unconsolidated [2014],fine sand [W22_2],4.0,fine sand [W22_2],4.0,Turbidite,irregular,gradational,inclined,very thin bed [B01],,,,,,,,,,,,,,,361-U1474B-16H-6-A
361,U1474,B,16,16-6,H,6,A,50.0,140.0,145.34,146.24,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,planar,sharp,sub-horizontal,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-16H-6-A
361,U1474,B,16,16-7,H,7,A,0.0,59.0,146.34,146.93,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-16H-7-A
361,U1474,B,16,16-CC,H,CC,A,0.0,40.0,146.93,147.33,1.0,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1.0,fine sand [W22_2],4.0,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1474B-16H-CC-A
