Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1448A-21H-5-A,0.0,148.0,188.71,190.19,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,5,A
353-U1448A-21H-6-A,0.0,145.0,190.19,191.64,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,6,A
353-U1448A-21H-CC-A,0.0,28.0,191.64,191.92,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,21,H,CC,A
353-U1448A-22H-1-A,0.0,141.0,192.4,193.81,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,22,H,1,A
353-U1448A-22H-2-A,0.0,102.0,193.81,194.83,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,22,H,2,A
353-U1448A-22H-3-A,0.0,90.0,194.83,195.73,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,22,H,3,A
353-U1448A-22H-CC-A,0.0,19.0,195.73,195.92,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,22,H,CC,A
353-U1448A-23H-1-A,0.0,117.0,195.9,197.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,23,H,1,A
353-U1448A-23H-2-A,0.0,142.0,197.07,198.49,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Some light gray (pyrite rich) nodules between 19 and 20 cm and between 123 and 125 cm.,,,,353,U1448,A,23,H,2,A
353-U1448A-23H-3-A,0.0,142.0,198.49,199.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Wood (pyritized) fragment at 16 cm.,,,,353,U1448,A,23,H,3,A
353-U1448A-23H-4-A,0.0,142.0,199.91,201.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,23,H,4,A
353-U1448A-23H-5-A,0.0,141.0,201.33,202.74,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,23,H,5,A
353-U1448A-23H-6-A,0.0,135.0,202.78,204.13,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Wood fragments layer between 92 and 95 cm,,,,353,U1448,A,23,H,6,A
353-U1448A-23H-CC-A,0.0,19.0,204.13,204.32,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,23,H,CC,A
353-U1448A-24F-1-A,0.0,151.0,204.2,205.71,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,24,F,1,A
353-U1448A-24F-2-A,0.0,152.0,205.71,207.23,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,24,F,2,A
353-U1448A-24F-3-A,0.0,103.0,207.23,208.26,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,24,F,3,A
353-U1448A-24F-4-A,0.0,75.0,208.26,209.01,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Large brownish gray (pyrite) nodule between 32 and 33 cm.,,,,353,U1448,A,24,F,4,A
353-U1448A-24F-CC-A,0.0,24.0,209.01,209.25,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,24,F,CC,A
353-U1448A-25F-1-A,0.0,141.0,209.0,210.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,25,F,1,A
353-U1448A-25F-2-A,0.0,142.0,210.41,211.83,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,25,F,2,A
353-U1448A-25F-3-A,0.0,106.0,211.83,212.89,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,25,F,3,A
353-U1448A-25F-4-A,0.0,94.0,212.89,213.83,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,25,F,4,A
353-U1448A-25F-CC-A,0.0,28.0,213.83,214.11,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,25,F,CC,A
353-U1448A-26F-1-A,0.0,142.0,213.8,215.22,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Large wood (pyritized) fragment between 25 and 27 cm.,,,,353,U1448,A,26,F,1,A
353-U1448A-26F-2-A,0.0,142.0,215.22,216.64,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,26,F,2,A
353-U1448A-26F-3-A,0.0,102.0,216.64,217.66,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Large wood (covered by pyrite) fragment between 24 and 27 cm.,,,,353,U1448,A,26,F,3,A
353-U1448A-26F-4-A,0.0,93.0,217.66,218.59,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,26,F,4,A
353-U1448A-26F-CC-A,0.0,27.0,218.59,218.86,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,26,F,CC,A
353-U1448A-27F-1-A,0.0,31.0,218.6,218.91,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,27,F,1,A
353-U1448A-27F-1-A,31.0,33.5,218.91,218.935,,bioclastic,silt,with foraminifers,bioclastic silt,bioclastic silt with foraminifers,silt with foraminifers,,dark gray,GLEY 1 4/N (dark gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,27,F,1,A
353-U1448A-27F-1-A,33.5,141.0,218.935,220.01,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,27,F,1,A
353-U1448A-27F-2-A,0.0,144.0,220.01,221.45,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Many brownish gray (foram-rich) and dark gray (sulphide-rich) sandy blebs between 100 and 144 cm..,,,,353,U1448,A,27,F,2,A
353-U1448A-27F-3-A,0.0,102.0,221.45,222.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,27,F,3,A
353-U1448A-27F-4-A,0.0,91.0,222.47,223.38,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,27,F,4,A
353-U1448A-27F-CC-A,0.0,28.0,223.38,223.66,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,27,F,CC,A
353-U1448A-28F-1-A,0.0,150.0,223.4,224.9,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,28,F,1,A
353-U1448A-28F-2-A,0.0,81.0,224.9,225.71,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),bioturbated,,,,,,,,mottling,,,,Gradual color change to lighter (GLEY 7/5GY) from 40 cm to just above ash layer with bioturbation.,,,,353,U1448,A,28,F,2,A
353-U1448A-28F-2-A,81.0,93.0,225.71,225.83,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,7.5YR 7/2 (pinkish gray),bioturbated,,,,,,,,,,,,,,,,353,U1448,A,28,F,2,A
353-U1448A-28F-2-A,93.0,143.0,225.83,226.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,28,F,2,A
353-U1448A-28F-3-A,0.0,100.0,226.33,227.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,28,F,3,A
353-U1448A-28F-4-A,0.0,83.0,227.33,228.16,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,28,F,4,A
353-U1448A-28F-CC-A,0.0,25.0,228.16,228.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,28,F,CC,A
353-U1448A-29F-1-A,0.0,140.0,228.2,229.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,29,F,1,A
353-U1448A-29F-2-A,0.0,145.0,229.6,231.05,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,29,F,2,A
353-U1448A-29F-3-A,0.0,131.0,231.05,232.36,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,29,F,3,A
353-U1448A-29F-4-A,0.0,64.0,232.36,233.0,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,29,F,4,A
353-U1448A-29F-CC-A,0.0,27.0,233.0,233.27,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Color change to darker (GLEY 1 5/5GY) about 100 cm with bioturbation.,,,,353,U1448,A,29,F,CC,A
353-U1448A-30F-1-A,0.0,141.0,233.0,234.41,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,"Brownish gray (pyrite) nodules and these fragments along the section, and large one between 89 and 90 cm.",,,,353,U1448,A,30,F,1,A
353-U1448A-30F-2-A,0.0,143.0,234.41,235.84,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,"Brownish gray (pyrite) nodules and these fragments along the section, and large one between 85 and 87 cm.",,,,353,U1448,A,30,F,2,A
353-U1448A-30F-3-A,0.0,144.0,235.84,237.28,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Brownish gray (pyrite) nodules and these fragments along the section.,,,,353,U1448,A,30,F,3,A
353-U1448A-30F-4-A,0.0,56.0,237.28,237.84,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,30,F,4,A
353-U1448A-30F-CC-A,0.0,28.0,237.84,238.12,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,30,F,CC,A
353-U1448A-31F-1-A,0.0,130.0,237.8,239.1,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,31,F,1,A
353-U1448A-31F-2-A,0.0,143.0,239.1,240.53,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,31,F,2,A
353-U1448A-31F-3-A,0.0,140.0,240.53,241.93,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,31,F,3,A
353-U1448A-31F-4-A,0.0,66.0,241.93,242.59,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,31,F,4,A
353-U1448A-31F-CC-A,0.0,28.0,242.59,242.87,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,31,F,CC,A
353-U1448A-32F-1-A,0.0,135.0,242.6,243.95,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,32,F,1,A
353-U1448A-32F-2-A,0.0,143.0,243.95,245.38,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,32,F,2,A
353-U1448A-32F-3-A,0.0,142.0,245.38,246.8,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,32,F,3,A
353-U1448A-32F-4-A,0.0,63.0,246.8,247.43,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,32,F,4,A
353-U1448A-32F-CC-A,0.0,25.0,247.43,247.68,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,32,F,CC,A
353-U1448A-33F-1-A,0.0,141.0,247.4,248.81,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,33,F,1,A
353-U1448A-33F-2-A,0.0,141.0,248.81,250.22,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,33,F,2,A
353-U1448A-33F-3-A,0.0,130.0,250.22,251.52,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,33,F,3,A
353-U1448A-33F-4-A,0.0,67.0,251.52,252.19,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,33,F,4,A
353-U1448A-33F-CC-A,0.0,28.0,252.19,252.47,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,33,F,CC,A
353-U1448A-34F-1-A,0.0,140.0,252.2,253.6,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,34,F,1,A
353-U1448A-34F-2-A,0.0,140.0,253.6,255.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,34,F,2,A
353-U1448A-34F-3-A,0.0,141.0,255.0,256.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,Bioturbated dark gray (ash) and greenish gray blebs between 65 and 74 cm.,,,,353,U1448,A,34,F,3,A
353-U1448A-34F-4-A,0.0,52.0,256.41,256.93,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,34,F,4,A
353-U1448A-34F-CC-A,0.0,28.0,256.93,257.21,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,34,F,CC,A
353-U1448A-35F-1-A,0.0,141.0,257.0,258.41,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,35,F,1,A
353-U1448A-35F-2-A,0.0,141.0,258.41,259.82,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,35,F,2,A
353-U1448A-35F-3-A,0.0,131.0,259.82,261.13,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,35,F,3,A
353-U1448A-35F-4-A,0.0,64.0,261.13,261.77,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,35,F,4,A
353-U1448A-35F-CC-A,0.0,26.0,261.77,262.03,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,35,F,CC,A
353-U1448A-36F-1-A,0.0,140.0,261.8,263.2,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,36,F,1,A
353-U1448A-36F-2-A,0.0,143.0,263.2,264.63,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,Wood fragment between 106 and 107 cm.,,,,353,U1448,A,36,F,2,A
353-U1448A-36F-3-A,0.0,11.0,264.63,264.74,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,36,F,3,A
353-U1448A-36F-3-A,11.0,15.0,264.74,264.78,,bioclastic,silt,with foraminifers,bioclastic silt,bioclastic silt with foraminifers,silt with foraminifers,,dark gray,2.5Y 4/1 (dark gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,36,F,3,A
353-U1448A-36F-3-A,15.0,132.0,264.78,265.95,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,36,F,3,A
353-U1448A-36F-4-A,0.0,60.0,265.95,266.55,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,36,F,4,A
353-U1448A-36F-CC-A,0.0,24.0,266.55,266.79,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,36,F,CC,A
353-U1448A-37F-1-A,0.0,140.0,266.6,268.0,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,Unbroken bivalves between 97 and 98 cm.,,,,353,U1448,A,37,F,1,A
353-U1448A-37F-2-A,0.0,140.0,268.0,269.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,37,F,2,A
353-U1448A-37F-3-A,0.0,141.0,269.4,270.81,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,37,F,3,A
353-U1448A-37F-4-A,0.0,54.0,270.81,271.35,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,37,F,4,A
353-U1448A-37F-CC-A,0.0,11.0,271.35,271.46,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,37,F,CC,A
353-U1448A-38F-1-A,0.0,137.0,271.4,272.77,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,38,F,1,A
353-U1448A-38F-2-A,0.0,141.0,272.77,274.18,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,38,F,2,A
353-U1448A-38F-3-A,0.0,140.0,274.18,275.58,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,38,F,3,A
353-U1448A-38F-4-A,0.0,52.0,275.58,276.1,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,38,F,4,A
353-U1448A-38F-CC-A,0.0,25.0,276.1,276.35,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,38,F,CC,A
353-U1448A-39F-1-A,0.0,31.0,276.2,276.51,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,light gray,GLEY 1 6/10GY (greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1448,A,39,F,1,A
353-U1448A-39F-1-A,31.0,36.0,276.51,276.56,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,7.5YR 7/2 (pinkish gray),planar,sharp,horizontal,,,vitric,abundant,5.0,mottling,,,,,,,,353,U1448,A,39,F,1,A
353-U1448A-39F-1-A,36.0,140.0,276.56,277.6,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,mottling with green sediments (glauconite-rich).,,,,353,U1448,A,39,F,1,A
353-U1448A-39F-2-A,0.0,140.0,277.6,279.0,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,39,F,2,A
353-U1448A-39F-3-A,0.0,132.0,279.0,280.32,,,clay,with glauconite,clay,clay with glauconite,clay with glauconite,,light gray,GLEY 1 6/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1448,A,39,F,3,A
